country	time	s_hat	s_var	C_bq1_bst	C_ba45_bst	C_bq1_biv	C_ba45_biv	C_bq1_ba1	C_ba45_ba1	C_bq1_ba2	C_ba45_ba2	C_bq1_ba45	C_ba45_ba45	C_bq1_bq1	C_ba45_bq1
NETHERLANDS	44846	0.07	1.12e-05	0.023373101315756414	0.06486052049070322	0.0	0.0	0.0002872062322616294	0.0020031725840043506	0.001850301680925944	0.00868522058027124	0.012262531642888097	0.02548453287979371	0.0005168583810532643	0.0005946170418182397
NETHERLANDS	44853	0.068	8.5e-06	0.021323466649165543	0.05966780132399516	0.0	0.0	0.0002596719752858978	0.0018143450762151327	0.0016790987502892881	0.00797929862543756	0.012288524529400461	0.025952784258790548	0.0008094718789677285	0.0009220987460938605
NETHERLANDS	44860	0.063	7.3e-06	0.019442590088622147	0.0548420773491067	0.0	0.0	0.00023475597865562462	0.0016429296245000706	0.0015231589459140265	0.007321851718452711	0.01212239372177233	0.02610564791023063	0.0011390457180118006	0.0012937596582099514
NETHERLANDS	44867	0.059	6.2e-06	0.017717956279410266	0.05036408355104853	0.0	0.0	0.0002122119051531551	0.0014873831945980656	0.0013812330777165335	0.006710911840582798	0.011748186089375284	0.02590930695036045	0.0014558729876458728	0.0016555158279239607
NETHERLANDS	44874	0.056	7.8e-06	0.01613781500430928	0.04621449412932954	0.0	0.0	0.00019182447790411952	0.0013463256099012955	0.001252156876431074	0.0061443810675270915	0.011268895297709794	0.025507546637311047	0.0017887230430173656	0.0020390493833837542
NETHERLANDS	44881	0.052	8.7e-06	0.014691155202603239	0.04237415344163007	0.0	0.0	0.00017339951711855395	0.001218497418769091	0.0011348896549421199	0.005620178014643846	0.010748187729540006	0.024991508148888196	0.0021871795362075888	0.0024996402143608984
NETHERLANDS	44888	0.05	1.08e-05	0.013367675889892577	0.03882426321321448	0.0	0.0	0.00015676111977896092	0.0011027465334521869	0.0010283900970324848	0.005135978219623937	0.010213631619294223	0.02440051988711267	0.0026999023475085494	0.0030918080683035687
NETHERLANDS	44895	0.046	1.31e-05	0.012157755210788216	0.035546530034594445	0.0	0.0	0.0001417321033460648	0.0009979411216103084	0.0009316729209778307	0.004689385490726709	0.009669153889652513	0.023740283454263548	0.003335572486946384	0.0038266815578668545
NETHERLANDS	44902	0.042	1.56e-05	0.011052418554357787	0.032523277595511664	0.0	0.0	0.0001281412896993526	0.0009029981345053473	0.0008438927325198309	0.004278169965129464	0.009127404888283048	0.023030351360044707	0.0040946646162811915	0.004706627364569321
NETHERLANDS	44909	0.037	1.89e-05	0.01004330641179396	0.029737528265451882	0.0	0.0	0.00011584812577324064	0.0008169919626965481	0.000764209024365801	0.0038999804374664853	0.008596284015173464	0.022284035989268227	0.004969352269231768	0.00572476841561349
NETHERLANDS	44916	0.032	2.35e-05	0.009122642455270271	0.027173058582394737	0.0	0.0	0.00010473489624733796	0.000739121815485237	0.0006919169609551852	0.0035526830733507795	0.00806886341591641	0.021493408014305514	0.005779386188069593	0.0066846601653136615
NETHERLANDS	44923	0.027	3.4e-05	0.008283202162112155	0.024814433001622723	0.0	0.0	9.46872004175402e-05	0.0006686240893953307	0.0006263603539293085	0.0032341840478077653	0.007543366746822951	0.020658230827806715	0.006473405944593398	0.0075298299900317745
NETHERLANDS	44930	0.019	4.19e-05	0.007518282193496375	0.02264701992991389	0.0	0.0	8.55931333692933e-05	0.0006047656289828734	0.0005669118398952131	0.002942401843585822	0.007025779476981868	0.019789867516113228	0.00694284479856398	0.008139995630913823
NETHERLANDS	44937	0.014	6.24e-05	0.006821670655359871	0.020656993666967667	0.0	0.0	7.736984325672878e-05	0.0005469615252356551	0.0005130352751612971	0.002675435516987698	0.006522489259983955	0.018901130928744764	0.007255663624883227	0.008588500064175874
NETHERLANDS	44944	0.019	0.0001049	0.006187618314349982	0.018831325429745964	0.0	0.0	6.993343064773978e-05	0.0004946411727197477	0.0004642217301335156	0.002431428321868572	0.006038934920750318	0.018003709554615735	0.007437265406643441	0.008901981225946463
NETHERLANDS	44951	0.022	0.0001537	0.005610810807112247	0.01715776617533	0.0	0.0	6.320790157684011e-05	0.0004472857330675885	0.0004199963788534893	0.0022085957918412417	0.00557876189218608	0.017106954609738493	0.0074924069884900815	0.00908446189649603
NY	44821	0.1	2.63e-05	0.026509417910907378	0.06374140270392145	0.0	0.0	0.0004115172512424381	0.00284742827347377	0.0026095101361031997	0.01163169223065571	0.012286446694651676	0.023797631345980803	7.799261261625161e-05	0.00010650678290816356
NY	44828	0.093	1.34e-05	0.0255001328913838	0.06072512170306868	0.0	0.0	0.0003720936532378	0.0025811853722813405	0.0023712455527357575	0.01073735438785807	0.012177133320286786	0.02414903035441556	0.00012597182481558354	0.000159720464746295
NY	44835	0.084	6.7e-06	0.02455528849680692	0.05788344402058823	0.0	0.0	0.00033645696626964774	0.00233929590925188	0.0021538041591361956	0.009897612811755725	0.012181265141399835	0.024642946134917076	0.00022580391536886063	0.0002704368421130162
NY	44842	0.082	4.3e-06	0.02389388230162764	0.0555015924331101	0.0	0.0	0.00030422929322677196	0.0021195764195101763	0.001955591330516948	0.009111293374002266	0.01227306303371727	0.025243316140471827	0.00040335932724095867	0.0004676874644674395
NY	44849	0.077	3.4e-06	0.02317791225904029	0.05315035754788518	0.0	0.0	0.0002750736625552791	0.0019200329452221444	0.0017750071421307819	0.008376698444442318	0.012378052400599946	0.02584231098829039	0.0006662164706480708	0.0007607844929314176
NY	44856	0.073	3.1e-06	0.02146777823660827	0.047678338197087874	0.07427730959119912	0.07590320235193064	0.0002486917476961608	0.0017388585908715648	0.0016104807376610575	0.007691727924020779	0.012303649897376997	0.026149954638506747	0.000979829924379684	0.0011127679058071172
NY	44863	0.068	3.1e-06	0.02078565486200005	0.045324605941656	0.08779801940887252	0.08989279692481443	0.00022482047398090347	0.0015744229090105648	0.0014607219031863884	0.007054525787287987	0.012030135031324586	0.026127526507031578	0.0013133563673602122	0.0014904686610735696
NY	44870	0.061	3.9e-06	0.02025682309883902	0.0433264313969837	0.09972851864024747	0.10230570921400674	0.00020322361057961404	0.0014252382895371166	0.0013244261278473966	0.006462846730382245	0.011575515933638517	0.025791607497408584	0.0016161090736038469	0.0018385335040238052
NY	44877	0.053	4.2e-06	0.019675173233271434	0.041450040764852966	0.10978860316689604	0.11285740976781583	0.00018370217664143146	0.0012900082330781564	0.001200558713212984	0.00591477440331508	0.011074026832779492	0.02533466645647533	0.00199354488535842	0.002273028578204323
NY	44884	0.046	4.6e-06	0.019169900207105437	0.039791330678013596	0.11853473919245153	0.12211549778246726	0.00016606510047346547	0.0011674984625776935	0.0010880301989089505	0.005408004467730986	0.010542556374196023	0.02477944864299885	0.0024463918227233816	0.0027957365952908965
NY	44891	0.039	6.6e-06	0.01880528466434509	0.038479899137259604	0.12568356544495793	0.12979458417900044	0.0001501399914312955	0.0010565838959400381	0.0009858217824628038	0.004940174222133032	0.009998947449328523	0.024151688706404204	0.0030280202343834755	0.003466607811168967
NY	44898	0.031	9.1e-06	0.01788883296321493	0.03656007580974759	0.13082109108391768	0.1354694005270751	0.00013574623227097623	0.0009561274517569125	0.0008930417445016399	0.004509032742099043	0.00945381000576158	0.023467306622607365	0.0037489451883391408	0.004298877979546302
