country	time	s_hat	s_var	C_ba2_bst	C_ba1_bst	C_ba2_ba1	C_ba1_ba1	C_ba2_ba2	C_ba1_ba2
TX	44625	0.118	1.03e-05	0.1763667002843307	0.1650160016628026	0.05641228907037795	0.07804282291771214	0.015099878181234747	0.009409644207397013
TX	44632	0.12	9.9e-06	0.17514384026078875	0.163137555366258	0.05561705000096635	0.07846913178507314	0.019511561296520354	0.012072439597920414
TX	44639	0.117	9.8e-06	0.17384301276477113	0.16118510244756742	0.05433181865940706	0.07826581322082798	0.024532207147596716	0.015059945400845716
TX	44646	0.103	1.03e-05	0.1716596396969365	0.1583766816392008	0.052588377521664245	0.07744944186003387	0.02942354681577461	0.017868994510190243
TX	44653	0.093	1.39e-05	0.17020542009212952	0.15629733411913646	0.05052027212872214	0.07616393473986363	0.033725107503169205	0.02019589264897262
TX	44660	0.089	2.54e-05	0.16763525847696845	0.15314560026124271	0.0482330291534526	0.07452101396121066	0.0369526873552453	0.021733664451560344
TX	44667	0.086	3.79e-05	0.1658101063564717	0.15075123947438873	0.04585314575783595	0.07266162690423443	0.03968571733314121	0.022894239376403638
USA	44603	0.083	1e-06	0.2454495964346723	0.23184767256494457	0.053692319043951324	0.07035536138269759	0.006338444981843566	0.004106755959253789
USA	44610	0.094	7e-07	0.24495464761002014	0.23046843807846315	0.056228517144435775	0.07481393897112953	0.008869367659649097	0.005674613947666517
USA	44617	0.106	5e-07	0.24372057304269934	0.22835133126782395	0.05684093201303294	0.07695861426086884	0.011553783409127645	0.007297227811685294
USA	44624	0.113	4e-07	0.24174543535802376	0.22550186001370173	0.056463336428722456	0.07790387771234966	0.0145171547987221	0.00905537000341112
USA	44631	0.114	3e-07	0.23884094152379562	0.22174400785790999	0.05573186813313244	0.07841065659074027	0.018737307979614353	0.011599805683414642
USA	44638	0.109	3e-07	0.23557686126628977	0.21764437538699188	0.05452392979323853	0.07830768406746641	0.02370477146212187	0.014564443480788473
USA	44645	0.101	4e-07	0.2319553065780484	0.21321324444160897	0.05284367331453907	0.07757745494803449	0.028624896050432922	0.017405629219291924
USA	44652	0.093	4e-07	0.23062912041142777	0.2110568842834927	0.050824730233336016	0.07636360633150799	0.033078368940863516	0.01984625533718593
USA	44659	0.09	7e-07	0.23243381072305314	0.21199402518776042	0.04856335967541877	0.07476606543593621	0.036436811153897394	0.021479881357626903
USA	44666	0.089	1.1e-06	0.23386618362109676	0.21259818387005472	0.04619462566005696	0.07293583994728121	0.03927170071161801	0.0227145906679443
