country	FLAI_time	t1	t2	s_hat	s_var	vaccinated	recovered	delta_recov	alpha_recov	alpha_count_t1	alpha_count_t2	delta_count_t1	delta_count_t2	av_cases	x_wt	x_delta	x_alpha
SPAIN	44403	07/12/2021	08/11/2021	0.082	2.57e-05	0.557	0.093	0.009735882023791352	0.021495275653362348	614	50	3658	3501	503.62	0.044317452853038196	0.9007534373899596	0.054929109757002194
SWITZERLAND	44340	05/10/2021	06/09/2021	0.088	4.39e-05	0.192	0.079	8.517725804438979e-05	0.01754015171387386	3372	875	36	127	107.8	0.05880228424575584	0.030181240422681166	0.911016475331563
SWITZERLAND	44347	05/17/2021	06/16/2021	0.098	3.22e-05	0.224	0.08	0.00010985179878311215	0.018105848850646748	2776	507	50	171	82.11	0.059766908182669165	0.057954297569690595	0.8822787942476402
SWITZERLAND	44354	05/24/2021	06/23/2021	0.123	2.26e-05	0.257	0.08	0.00014075418747929664	0.018508757456611496	2186	291	67	355	56.49	0.06352771250777667	0.10989030423483769	0.8265819832573856
SWITZERLAND	44361	05/31/2021	06/30/2021	0.146	2.08e-05	0.292	0.08	0.00017823780502820456	0.018768196043618835	1549	180	91	829	37.68	0.07805602540507295	0.20702171274829478	0.7149222618466323
SWITZERLAND	44368	06/07/2021	07/07/2021	0.156	2.17e-05	0.328	0.081	0.00022584184871490387	0.01890645613960569	1008	130	122	1684	25.87	0.07527389428537112	0.4637314766123551	0.46099462910227385
SWITZERLAND	44375	06/14/2021	07/14/2021	0.155	2.19e-05	0.365	0.081	0.00030290992421700655	0.01897600950516267	596	102	149	2681	23.7	0.043306628192587404	0.7581746572297209	0.1985187145776917
SWITZERLAND	44382	06/21/2021	07/21/2021	0.137	2.26e-05	0.401	0.081	0.00044178320477319483	0.019005732202587226	338	71	280	3565	32.95	0.02066210608716368	0.9001786661235308	0.07915922778930551
USA	44318	04/18/2021	05/18/2021	0.059	3e-06	0.351	0.098	5.360167109130338e-05	0.007118613645683646	51032	24711	525	1476	134.15	0.31023887434647657	0.015746692844244983	0.6740144328092784
USA	44325	04/25/2021	05/25/2021	0.068	2.1e-06	0.379	0.099	6.97658805546303e-05	0.007702788644869936	48302	17023	772	2082	110.19	0.3075002405444567	0.022191005360874122	0.6703087540946692
USA	44332	05/02/2021	06/01/2021	0.084	1.6e-06	0.403	0.099	9.093587921366662e-05	0.008178830154090412	43469	12125	972	3344	87.67	0.31126845680455406	0.035776999109828664	0.6529545440856173
USA	44339	05/09/2021	06/08/2021	0.099	1.3e-06	0.423	0.1	0.00011928172120182502	0.008540328631041967	36507	9318	1140	5680	69.16	0.3149326950964225	0.06756868016122905	0.6174986247423484
USA	44346	05/16/2021	06/15/2021	0.107	1.1e-06	0.44	0.1	0.00016217972837270176	0.008809120440568103	27370	7643	1381	9526	55.06	0.3111235518856261	0.1356019208246654	0.5532745272897085
USA	44353	05/23/2021	06/22/2021	0.108	9e-07	0.454	0.101	0.0002244587112063944	0.008999081195704755	18927	5965	1857	14939	44.88	0.28835247060356634	0.25152261032052015	0.4601249190759135
USA	44360	05/30/2021	06/29/2021	0.109	8e-07	0.467	0.101	0.0003128617843116849	0.009128653287727296	13286	4309	2894	24470	39.16	0.24793437242308836	0.3987726128935229	0.3532930146833887
USA	44367	06/06/2021	07/06/2021	0.11	8e-07	0.477	0.101	0.0004373230498610615	0.009218093877307314	9952	2956	4872	38958	37.49	0.19765588388594973	0.5557692538809705	0.24657486223307973
USA	44374	06/13/2021	07/13/2021	0.113	9e-07	0.486	0.101	0.0006143753328550166	0.00927777384043205	8090	1995	8267	60866	43.63	0.1376853014742235	0.7193124729532719	0.14300222557250455
