country	time	s_hat	s_var	C_ba45_bst	C_ba2_bst	C_ba45_ba1	C_ba2_ba1	C_ba45_ba2	C_ba2_ba2	C_ba45_ba45	C_ba2_ba45
TX	44727	0.077	2.2e-06	0.09004406801424175	0.13682603811248145	0.010174631800289905	0.026526980412170203	0.02663625958074489	0.044649755859505924	0.0019152934494617148	0.0020491269530057716
TX	44734	0.081	2.4e-06	0.0860021331540117	0.1323528962602436	0.009292619982550626	0.024624657588027614	0.02566476760985668	0.04398244909317553	0.0031258564079818937	0.0033440430112683145
TX	44741	0.079	2.7e-06	0.08480516573602799	0.13079801386547288	0.008479695281545283	0.022816463047424917	0.024633017407797622	0.04316968085896846	0.005090164153556637	0.005445675651139183
TX	44748	0.073	3.7e-06	0.08098997996240073	0.1262889748602211	0.007731704613091894	0.021103799878046874	0.023542085580558855	0.04220808992111512	0.007873595347630004	0.00842818752328468
TX	44755	0.067	5.9e-06	0.07750905160470181	0.12200747448810498	0.0070444929305312765	0.019487009775210295	0.02238257521820015	0.041082030063333407	0.011223451411956653	0.012029572953525828
TX	44762	0.067	1.11e-05	0.07452215240912774	0.1181403461346764	0.006413778922492945	0.017965184888473176	0.021157869773426395	0.03979304673307879	0.014317679921835323	0.015383449160482976
TX	44769	0.07	1.97e-05	0.07167942127928673	0.11432586018201542	0.00583565037209317	0.01653702310015949	0.019903890446152945	0.038385452486952874	0.016855454709026645	0.018170618006713622
USA	44696	0.094	1.3e-06	0.16203537465497317	0.22817244904687958	0.01500719558547412	0.03598074747729238	0.029649760986768917	0.04530926930996154	0.0002034843005645211	0.0002192726163810086
USA	44703	0.089	7e-07	0.15949500139101416	0.22632172613390217	0.01377536722077474	0.033713996735853215	0.02931240498883073	0.045668906444029746	0.0003465448350092675	0.00037210272633654605
USA	44710	0.087	3e-07	0.15663179607921035	0.22392470669238912	0.012627874381252005	0.03151834518413949	0.028674308906200947	0.04561240230662312	0.0005602485670878581	0.0006006670122038574
USA	44717	0.086	2e-07	0.1526880086812224	0.22015932921411593	0.011562193996352088	0.029401914895931643	0.027925632055793695	0.04537003220181677	0.0009526451459875449	0.0010197972015341878
USA	44724	0.086	2e-07	0.14873578017963074	0.21618555014018231	0.010574830446866358	0.027370527902292403	0.02707261851658631	0.04494149343708709	0.0016047119216187	0.001716314959032164
USA	44731	0.085	1e-07	0.14435710490192835	0.21155780895719645	0.009662024304611565	0.02542869639816692	0.026141734193281158	0.044353683950110794	0.0026845150775931395	0.002870001518851131
USA	44738	0.083	2e-07	0.13974632794887004	0.20649295940855114	0.00882004190643293	0.023579996093478644	0.025140662066581658	0.04361004596357598	0.004457028279735866	0.004763962543724386
USA	44745	0.078	2e-07	0.13509404022424779	0.20120692882961688	0.008044712859701706	0.021826257860106058	0.024061717267169446	0.042695694640554976	0.006998299022535026	0.00748331011822566
USA	44752	0.072	3e-07	0.13024000279421258	0.19553786787656816	0.007331983663835697	0.02016844080848506	0.022917047276832556	0.04162202430650555	0.010211848035527998	0.010931440658457766
USA	44759	0.069	5e-07	0.12685189213016138	0.19130309859761457	0.0066775289636071666	0.018606009262421373	0.021705939779780692	0.040384893115868244	0.013424556392014994	0.014400858107169068
USA	44766	0.068	8e-07	0.12369571741720393	0.18719553706300676	0.0060773125922276025	0.017137877186470564	0.020451158028593416	0.039011190611563946	0.016142024648590752	0.017368992184453556
USA	44773	0.065	1.3e-06	0.11998863408311754	0.18238618242255156	0.005527552587539748	0.015762418676511	0.01919345700837468	0.037552531184649594	0.018290319467525646	0.01975593849065434
USA	44780	0.061	1.7e-06	0.11583064144645364	0.1769934228408744	0.0050246577975615785	0.014477441257067519	0.017954903696513	0.036038499127505605	0.01985976128103136	0.02154920189358758
