country	time	s_hat	s_var	C_ba45_bst	C_ba2_bst	C_ba45_ba1	C_ba2_ba1	C_ba45_ba2	C_ba2_ba2	C_ba45_ba45	C_ba2_ba45
SPAIN	44800	0.015	6.64e-05	0.11388173760953384	0.20189069412776647	0.003815417577632534	0.011277367341786958	0.014644439106593013	0.031594050579303465	0.022444925980186117	0.024748390055243662
SPAIN	44807	0.025	9.63e-05	0.10637893308063605	0.19084616316067746	0.0034620374171184225	0.010311265600931808	0.013585534560818215	0.030037341174546355	0.02299827674476406	0.025521435341969514
SWITZERLAND	44692	0.135	0.0001437	0.21671530536259742	0.30353865879130704	0.01574882723584283	0.03730285487282457	0.02953400106262444	0.04470137391749974	0.00013933208353580795	0.00015085310971412385
SWITZERLAND	44699	0.121	4.4e-05	0.20701912778578685	0.29545880428697313	0.014468411184796057	0.03500052293102069	0.02942196795061075	0.0453607673404225	0.00024027580492417955	0.00025875726521612687
SWITZERLAND	44706	0.107	1.93e-05	0.19726978517722113	0.28695668291803444	0.01327318237699484	0.032763448525695224	0.028996171343064817	0.04559517570244753	0.0004080814203021342	0.0004381423337880249
SWITZERLAND	44713	0.096	1.23e-05	0.1875156677542431	0.2780614229417759	0.01216119719966359	0.030601012798870408	0.028308191292226687	0.04545692690508323	0.0006664020617895296	0.0007144731335024347
SWITZERLAND	44720	0.085	1.14e-05	0.1778893308888357	0.26890036707137344	0.011129534331047948	0.028520406366824742	0.027496437478673034	0.04511243946808934	0.0011016503832106215	0.0011799978994654658
SWITZERLAND	44727	0.081	1.62e-05	0.16860914570466654	0.2596998486284526	0.010174631800289905	0.026526980412170203	0.02663625958074489	0.044649755859505924	0.0019152934494617148	0.0020491269530057716
SWITZERLAND	44734	0.081	2.38e-05	0.1596249371651504	0.2504050782415015	0.009292619982550626	0.024624657588027614	0.02566476760985668	0.04398244909317553	0.0031258564079818937	0.0033440430112683145
SWITZERLAND	44741	0.082	4.18e-05	0.1510589250559056	0.2411537313575681	0.008479695281545283	0.022816463047424917	0.024633017407797622	0.04316968085896846	0.005090164153556637	0.005445675651139183
SWITZERLAND	44748	0.085	8.53e-05	0.14302783435738578	0.23208512358096114	0.007731704613091894	0.021103799878046874	0.023542085580558855	0.04220808992111512	0.007873595347630004	0.00842818752328468
TX	44692	0.1	4.72e-05	0.10945375247169772	0.15581186533276456	0.01574882723584283	0.03730285487282457	0.02953400106262444	0.04470137391749974	0.00013933208353580795	0.00015085310971412385
TX	44699	0.087	1.76e-05	0.10554791160140728	0.15233239153484202	0.014468411184796057	0.03500052293102069	0.02942196795061075	0.0453607673404225	0.00024027580492417955	0.00025875726521612687
TX	44706	0.077	7.7e-06	0.10114879541464822	0.1481498319046583	0.01327318237699484	0.032763448525695224	0.028996171343064817	0.04559517570244753	0.0004080814203021342	0.0004381423337880249
TX	44713	0.074	3.9e-06	0.09735801068674492	0.14445008470231502	0.01216119719966359	0.030601012798870408	0.028308191292226687	0.04545692690508323	0.0006664020617895296	0.0007144731335024347
TX	44720	0.074	2.7e-06	0.09365217957709888	0.14066924826026878	0.011129534331047948	0.028520406366824742	0.027496437478673034	0.04511243946808934	0.0011016503832106215	0.0011799978994654658
