	WT	DELTA	OMI	ALPHA	BA.1	BA.2	BA.4/5	BQ.1	BA.4.6	BF.7	XBB	CH.1	BN.1	BM.1.1
44947	0.99957270960123	0.00039513993809211237	0.03760106409557743	0.0	0.000302700872208275	0.0005894184853878863	0.036676794277303366	0.5399790077122506	0.002496308063609975	0.06092096891784282	0.2306593171324363	0.05930114329784272	0.0343199547747074	0.0024342203884394737
44948	0.9995704887168522	0.0003971765055397702	0.03695105725172946	0.0	0.0003023609371006819	0.00060414259797047	0.03601221893905022	0.5308004939128467	0.0025037259067117934	0.05859184485262926	0.2407205239051954	0.06115338656380898	0.03431990775840128	0.0023881797429631635
44949	0.999571929527883	0.00039551885144501506	0.03636214746014635	0.0	0.000299697224231883	0.0006184529838622989	0.035411445631380226	0.5214332224948437	0.0024859143690531176	0.0562752677576737	0.25111046647593604	0.06293200083906073	0.03418270830333572	0.002334420218281223
44950	0.9995761168425447	0.00039105079452635697	0.035806203681564536	0.0	0.00029409181110277724	0.0006310084925321181	0.034848271015000716	0.5120180016253759	0.0024313511640054186	0.05399660951511187	0.26175017623740576	0.06462259923890168	0.03388689863478604	0.0022761111244585523
44951	0.9995815550944231	0.00038523241753016366	0.03523434692093639	0.0	0.0002852039375061391	0.0006406294153678767	0.034275301080015745	0.5027028734863414	0.002331652127969059	0.05176753836141135	0.2725607163380377	0.06622868097064946	0.03342047712522587	0.00221646312606767
44952	0.999586606939396	0.000379676610398308	0.034586221855700275	0.0	0.00027307976984533583	0.000646678306384784	0.0336327473292644	0.49360116810594484	0.0021834551606968572	0.049585112989213566	0.2834924949082239	0.06777015908182794	0.03278036058298134	0.002158595300314677
44953	0.999590027563027	0.00037561925148036176	0.0338068747096892	0.0	0.0002582010513718158	0.0006494334748391139	0.0328648869979855	0.48476764880192097	0.0019907029128444064	0.04743939355324722	0.29452651722927536	0.06927580578073769	0.03197495817451874	0.002105348859390921
44954	0.9995913664979553	0.00037349986260787853	0.032866046339454516	0.0	0.0002414736417492725	0.0006502825850389005	0.03193915647322965	0.47620076811566514	0.0017661784109066993	0.04532571200601279	0.3056484136409188	0.0707718906895465	0.031027690330443038	0.002058862164556425
44955	0.9995910462116104	0.00037284920582992306	0.03177160018699384	0.0	0.00022413584102187625	0.000651639321188075	0.030859720442224237	0.46786205973958717	0.0015303938866124823	0.04325487906075094	0.31681710651061745	0.0722716956152496	0.02997823415906843	0.0020200196811953615
44956	0.9995900869236914	0.0003725398932997621	0.030570387988430623	0.0	0.00020756007471275665	0.0006565665526959074	0.029668888178013133	0.4596948763013574	0.0013069580619330201	0.041255852731558004	0.3279548859466284	0.07377024452696475	0.028879633198427547	0.0019880729687597022
44957	0.9995896372235096	0.00037126930358845974	0.029335929443408806	0.0	0.00019297427264052759	0.0006681425713617747	0.028435719126504392	0.45162884600966446	0.0011158887790898133	0.03936925832456804	0.3389718816443592	0.07524585283695746	0.027791144840199164	0.001960706901832432
44958	0.9995905582832598	0.0003680314868947147	0.028148651630233505	0.0	0.00018121785083289213	0.0006886933819316035	0.027237330167623617	0.44357144924585057	0.000968010389034266	0.037634632051017976	0.34981350939969297	0.07666670101627303	0.026767884039554934	0.001934628532343202
44959	0.9995932383759538	0.00036237268833347054	0.027076693356789718	0.0	0.00017267463240039485	0.0007191384955640044	0.02614049129311241	0.4354025255842868	0.0008631369489039584	0.03607763805482817	0.3605006355507921	0.07799858842680786	0.025849594889530782	0.0019064762660521415
44960	0.9995976547351118	0.00035437479485170124	0.02616277949397481	0.0	0.00016742341127633486	0.0007587293525966805	0.025188656260065043	0.42698762889398634	0.0007925664661153956	0.034703742091840004	0.3711342070791734	0.07921074242848228	0.025052173020790047	0.0018736576515263415
44961	0.9996035754606987	0.0003444522678018311	0.025418511438492126	0.0	0.00016548411542305098	0.0008052978189236749	0.024395757232645927	0.41821087945530405	0.0007440675265397885	0.0335010201284301	0.3818588563556326	0.08027950015440213	0.024365293465044735	0.001834784833934881
44962	0.9996107706736991	0.0003330947754260463	0.024824982283286577	0.0	0.00016696456550696056	0.0008558737166719417	0.023746009450232846	0.4090105477389359	0.0007065613190932896	0.032449162601590364	0.39280658863367945	0.0811920090584391	0.023756935729482544	0.0017896295560501604
44963	0.9996191538355912	0.0003206541544173976	0.024338525904173607	0.0	0.00017199900343841312	0.0009073732322108789	0.02319896165853269	0.3993956378814769	0.0006725744656246219	0.03152847864285534	0.4040526247810628	0.08195119084039512	0.023182591199892282	0.0017387430053232348
