FLAI_time	date	location	total_cases	new_cases	total_deaths	new_deaths	population	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	total_boosters_per_hundred	total_vaccinations_per_hundred	total_bivalent_boosters_per_hundred
43830	2020-01-01	Argentina					45510324.0					
43831	2020-01-02	Argentina					45510324.0					
43832	2020-01-03	Argentina		0.0		0.0	45510324.0					
43833	2020-01-04	Argentina		0.0		0.0	45510324.0					
43834	2020-01-05	Argentina		0.0		0.0	45510324.0					
43835	2020-01-06	Argentina		0.0		0.0	45510324.0					
43836	2020-01-07	Argentina		0.0		0.0	45510324.0					
43837	2020-01-08	Argentina		0.0		0.0	45510324.0					
43838	2020-01-09	Argentina		0.0		0.0	45510324.0					
43839	2020-01-10	Argentina		0.0		0.0	45510324.0					
43840	2020-01-11	Argentina		0.0		0.0	45510324.0					
43841	2020-01-12	Argentina		0.0		0.0	45510324.0					
43842	2020-01-13	Argentina		0.0		0.0	45510324.0					
43843	2020-01-14	Argentina		0.0		0.0	45510324.0					
43844	2020-01-15	Argentina		0.0		0.0	45510324.0					
43845	2020-01-16	Argentina		0.0		0.0	45510324.0					
43846	2020-01-17	Argentina		0.0		0.0	45510324.0					
43847	2020-01-18	Argentina		0.0		0.0	45510324.0					
43848	2020-01-19	Argentina		0.0		0.0	45510324.0					
43849	2020-01-20	Argentina		0.0		0.0	45510324.0					
43850	2020-01-21	Argentina		0.0		0.0	45510324.0					
43851	2020-01-22	Argentina		0.0		0.0	45510324.0					
43852	2020-01-23	Argentina		0.0		0.0	45510324.0					
43853	2020-01-24	Argentina		0.0		0.0	45510324.0					
43854	2020-01-25	Argentina		0.0		0.0	45510324.0					
43855	2020-01-26	Argentina		0.0		0.0	45510324.0					
43856	2020-01-27	Argentina		0.0		0.0	45510324.0					
43857	2020-01-28	Argentina		0.0		0.0	45510324.0					
43858	2020-01-29	Argentina		0.0		0.0	45510324.0					
43859	2020-01-30	Argentina		0.0		0.0	45510324.0					
43860	2020-01-31	Argentina		0.0		0.0	45510324.0					
43861	2020-02-01	Argentina		0.0		0.0	45510324.0					
43862	2020-02-02	Argentina		0.0		0.0	45510324.0					
43863	2020-02-03	Argentina		0.0		0.0	45510324.0					
43864	2020-02-04	Argentina		0.0		0.0	45510324.0					
43865	2020-02-05	Argentina		0.0		0.0	45510324.0					
43866	2020-02-06	Argentina		0.0		0.0	45510324.0					
43867	2020-02-07	Argentina		0.0		0.0	45510324.0					
43868	2020-02-08	Argentina		0.0		0.0	45510324.0					
43869	2020-02-09	Argentina		0.0		0.0	45510324.0					
43870	2020-02-10	Argentina		0.0		0.0	45510324.0					
43871	2020-02-11	Argentina		0.0		0.0	45510324.0					
43872	2020-02-12	Argentina		0.0		0.0	45510324.0					
43873	2020-02-13	Argentina		0.0		0.0	45510324.0					
43874	2020-02-14	Argentina		0.0		0.0	45510324.0					
43875	2020-02-15	Argentina		0.0		0.0	45510324.0					
43876	2020-02-16	Argentina		0.0		0.0	45510324.0					
43877	2020-02-17	Argentina		0.0		0.0	45510324.0					
43878	2020-02-18	Argentina		0.0		0.0	45510324.0					
43879	2020-02-19	Argentina		0.0		0.0	45510324.0					
43880	2020-02-20	Argentina		0.0		0.0	45510324.0					
43881	2020-02-21	Argentina		0.0		0.0	45510324.0					
43882	2020-02-22	Argentina		0.0		0.0	45510324.0					
43883	2020-02-23	Argentina		0.0		0.0	45510324.0					
43884	2020-02-24	Argentina		0.0		0.0	45510324.0					
43885	2020-02-25	Argentina		0.0		0.0	45510324.0					
43886	2020-02-26	Argentina		0.0		0.0	45510324.0					
43887	2020-02-27	Argentina		0.0		0.0	45510324.0					
43888	2020-02-28	Argentina		0.0		0.0	45510324.0					
43889	2020-02-29	Argentina		0.0		0.0	45510324.0					
43890	2020-03-01	Argentina		0.0		0.0	45510324.0					
43891	2020-03-02	Argentina		0.0		0.0	45510324.0					
43892	2020-03-03	Argentina		0.0		0.0	45510324.0					
43893	2020-03-04	Argentina		0.0		0.0	45510324.0					
43894	2020-03-05	Argentina	10.0	10.0	1.0	1.0	45510324.0					
43895	2020-03-06	Argentina	14.0	4.0	1.0	0.0	45510324.0					
43896	2020-03-07	Argentina	20.0	6.0	1.0	0.0	45510324.0					
43897	2020-03-08	Argentina	22.0	2.0	1.0	0.0	45510324.0					
43898	2020-03-09	Argentina	26.0	4.0	1.0	0.0	45510324.0					
43899	2020-03-10	Argentina	34.0	8.0	3.0	2.0	45510324.0					
43900	2020-03-11	Argentina	45.0	11.0	3.0	0.0	45510324.0					
43901	2020-03-12	Argentina	67.0	22.0	4.0	1.0	45510324.0					
43902	2020-03-13	Argentina	102.0	35.0	8.0	4.0	45510324.0					
43903	2020-03-14	Argentina	115.0	13.0	9.0	1.0	45510324.0					
43904	2020-03-15	Argentina	131.0	16.0	9.0	0.0	45510324.0					
43905	2020-03-16	Argentina	158.0	27.0	12.0	3.0	45510324.0					
43906	2020-03-17	Argentina	214.0	56.0	14.0	2.0	45510324.0					
43907	2020-03-18	Argentina	263.0	49.0	14.0	0.0	45510324.0					
43908	2020-03-19	Argentina	303.0	40.0	15.0	1.0	45510324.0					
43909	2020-03-20	Argentina	387.0	84.0	17.0	2.0	45510324.0					
43910	2020-03-21	Argentina	456.0	69.0	17.0	0.0	45510324.0					
43911	2020-03-22	Argentina	536.0	80.0	20.0	3.0	45510324.0					
43912	2020-03-23	Argentina	635.0	99.0	25.0	5.0	45510324.0					
43913	2020-03-24	Argentina	751.0	116.0	30.0	5.0	45510324.0					
43914	2020-03-25	Argentina	868.0	117.0	41.0	11.0	45510324.0					
43915	2020-03-26	Argentina	975.0	107.0	51.0	10.0	45510324.0					
43916	2020-03-27	Argentina	1096.0	121.0	57.0	6.0	45510324.0					
43917	2020-03-28	Argentina	1188.0	92.0	66.0	9.0	45510324.0					
43918	2020-03-29	Argentina	1282.0	94.0	70.0	4.0	45510324.0					
43919	2020-03-30	Argentina	1411.0	129.0	81.0	11.0	45510324.0					
43920	2020-03-31	Argentina	1516.0	105.0	91.0	10.0	45510324.0					
43921	2020-04-01	Argentina	1630.0	114.0	101.0	10.0	45510324.0					
43922	2020-04-02	Argentina	1777.0	147.0	110.0	9.0	45510324.0					
43923	2020-04-03	Argentina	1897.0	120.0	117.0	7.0	45510324.0					
43924	2020-04-04	Argentina	2001.0	104.0	123.0	6.0	45510324.0					
43925	2020-04-05	Argentina	2073.0	72.0	131.0	8.0	45510324.0					
43926	2020-04-06	Argentina	2221.0	148.0	151.0	20.0	45510324.0					
43927	2020-04-07	Argentina	2341.0	120.0	156.0	5.0	45510324.0					
43928	2020-04-08	Argentina	2456.0	115.0	168.0	12.0	45510324.0					
43929	2020-04-09	Argentina	2599.0	143.0	174.0	6.0	45510324.0					
43930	2020-04-10	Argentina	2699.0	100.0	179.0	5.0	45510324.0					
43931	2020-04-11	Argentina	2855.0	156.0	197.0	18.0	45510324.0					
43932	2020-04-12	Argentina	2990.0	135.0	205.0	8.0	45510324.0					
43933	2020-04-13	Argentina	3176.0	186.0	217.0	12.0	45510324.0					
43934	2020-04-14	Argentina	3315.0	139.0	228.0	11.0	45510324.0					
43935	2020-04-15	Argentina	3479.0	164.0	236.0	8.0	45510324.0					
43936	2020-04-16	Argentina	3636.0	157.0	242.0	6.0	45510324.0					
43937	2020-04-17	Argentina	3806.0	170.0	254.0	12.0	45510324.0					
43938	2020-04-18	Argentina	3940.0	134.0	270.0	16.0	45510324.0					
43939	2020-04-19	Argentina	4066.0	126.0	279.0	9.0	45510324.0					
43940	2020-04-20	Argentina	4265.0	199.0	294.0	15.0	45510324.0					
43941	2020-04-21	Argentina	4493.0	228.0	323.0	29.0	45510324.0					
43942	2020-04-22	Argentina	4678.0	185.0	340.0	17.0	45510324.0					
43943	2020-04-23	Argentina	4972.0	294.0	369.0	29.0	45510324.0					
43944	2020-04-24	Argentina	5195.0	223.0	393.0	24.0	45510324.0					
43945	2020-04-25	Argentina	5355.0	160.0	401.0	8.0	45510324.0					
43946	2020-04-26	Argentina	5464.0	109.0	411.0	10.0	45510324.0					
43947	2020-04-27	Argentina	5684.0	220.0	433.0	22.0	45510324.0					
43948	2020-04-28	Argentina	5884.0	200.0	454.0	21.0	45510324.0					
43949	2020-04-29	Argentina	6083.0	199.0	471.0	17.0	45510324.0					
43950	2020-04-30	Argentina	6308.0	225.0	488.0	17.0	45510324.0					
43951	2020-05-01	Argentina	6463.0	155.0	505.0	17.0	45510324.0					
43952	2020-05-02	Argentina	6629.0	166.0	517.0	12.0	45510324.0					
43953	2020-05-03	Argentina	6753.0	124.0	526.0	9.0	45510324.0					
43954	2020-05-04	Argentina	6949.0	196.0	547.0	21.0	45510324.0					
43955	2020-05-05	Argentina	7178.0	229.0	568.0	21.0	45510324.0					
43956	2020-05-06	Argentina	7476.0	298.0	583.0	15.0	45510324.0					
43957	2020-05-07	Argentina	7810.0	334.0	607.0	24.0	45510324.0					
43958	2020-05-08	Argentina	8105.0	295.0	622.0	15.0	45510324.0					
43959	2020-05-09	Argentina	8379.0	274.0	634.0	12.0	45510324.0					
43960	2020-05-10	Argentina	8650.0	271.0	646.0	12.0	45510324.0					
43961	2020-05-11	Argentina	9009.0	359.0	662.0	16.0	45510324.0					
43962	2020-05-12	Argentina	9407.0	398.0	687.0	25.0	45510324.0					
43963	2020-05-13	Argentina	9774.0	367.0	706.0	19.0	45510324.0					
43964	2020-05-14	Argentina	10240.0	466.0	729.0	23.0	45510324.0					
43965	2020-05-15	Argentina	10697.0	457.0	747.0	18.0	45510324.0					
43966	2020-05-16	Argentina	11091.0	394.0	764.0	17.0	45510324.0					
43967	2020-05-17	Argentina	11560.0	469.0	790.0	26.0	45510324.0					
43968	2020-05-18	Argentina	12220.0	660.0	830.0	40.0	45510324.0					
43969	2020-05-19	Argentina	12831.0	611.0	863.0	33.0	45510324.0					
43970	2020-05-20	Argentina	13559.0	728.0	889.0	26.0	45510324.0					
43971	2020-05-21	Argentina	14383.0	824.0	931.0	42.0	45510324.0					
43972	2020-05-22	Argentina	15236.0	853.0	965.0	34.0	45510324.0					
43973	2020-05-23	Argentina	15999.0	763.0	987.0	22.0	45510324.0					
43974	2020-05-24	Argentina	16621.0	622.0	1009.0	22.0	45510324.0					
43975	2020-05-25	Argentina	17261.0	640.0	1033.0	24.0	45510324.0					
43976	2020-05-26	Argentina	18058.0	797.0	1067.0	34.0	45510324.0					
43977	2020-05-27	Argentina	18962.0	904.0	1110.0	43.0	45510324.0					
43978	2020-05-28	Argentina	19902.0	940.0	1161.0	51.0	45510324.0					
43979	2020-05-29	Argentina	20919.0	1017.0	1230.0	69.0	45510324.0					
43980	2020-05-30	Argentina	21760.0	841.0	1271.0	41.0	45510324.0					
43981	2020-05-31	Argentina	22406.0	646.0	1306.0	35.0	45510324.0					
43982	2020-06-01	Argentina	23404.0	998.0	1349.0	43.0	45510324.0					
43983	2020-06-02	Argentina	24447.0	1043.0	1397.0	48.0	45510324.0					
43984	2020-06-03	Argentina	25501.0	1054.0	1452.0	55.0	45510324.0					
43985	2020-06-04	Argentina	26614.0	1113.0	1500.0	48.0	45510324.0					
43986	2020-06-05	Argentina	27822.0	1208.0	1564.0	64.0	45510324.0					
43987	2020-06-06	Argentina	28846.0	1024.0	1616.0	52.0	45510324.0					
43988	2020-06-07	Argentina	29703.0	857.0	1664.0	48.0	45510324.0					
43989	2020-06-08	Argentina	31111.0	1408.0	1733.0	69.0	45510324.0					
43990	2020-06-09	Argentina	32552.0	1441.0	1795.0	62.0	45510324.0					
43991	2020-06-10	Argentina	34214.0	1662.0	1867.0	72.0	45510324.0					
43992	2020-06-11	Argentina	35866.0	1652.0	1936.0	69.0	45510324.0					
43993	2020-06-12	Argentina	37794.0	1928.0	1998.0	62.0	45510324.0					
43994	2020-06-13	Argentina	39166.0	1372.0	2070.0	72.0	45510324.0					
43995	2020-06-14	Argentina	40388.0	1222.0	2122.0	52.0	45510324.0					
43996	2020-06-15	Argentina	41813.0	1425.0	2182.0	60.0	45510324.0					
43997	2020-06-16	Argentina	43821.0	2008.0	2253.0	71.0	45510324.0					
43998	2020-06-17	Argentina	45900.0	2079.0	2332.0	79.0	45510324.0					
43999	2020-06-18	Argentina	48190.0	2290.0	2417.0	85.0	45510324.0					
44000	2020-06-19	Argentina	50405.0	2215.0	2527.0	110.0	45510324.0					
44001	2020-06-20	Argentina	52701.0	2296.0	2644.0	117.0	45510324.0					
44002	2020-06-21	Argentina	54438.0	1737.0	2724.0	80.0	45510324.0					
44003	2020-06-22	Argentina	57163.0	2725.0	2835.0	111.0	45510324.0					
44004	2020-06-23	Argentina	60010.0	2847.0	2963.0	128.0	45510324.0					
44005	2020-06-24	Argentina	63117.0	3107.0	3083.0	120.0	45510324.0					
44006	2020-06-25	Argentina	66132.0	3015.0	3207.0	124.0	45510324.0					
44007	2020-06-26	Argentina	69142.0	3010.0	3334.0	127.0	45510324.0					
44008	2020-06-27	Argentina	71512.0	2370.0	3432.0	98.0	45510324.0					
44009	2020-06-28	Argentina	73445.0	1933.0	3500.0	68.0	45510324.0					
44010	2020-06-29	Argentina	76377.0	2932.0	3617.0	117.0	45510324.0					
44011	2020-06-30	Argentina	79419.0	3042.0	3770.0	153.0	45510324.0					
44012	2020-07-01	Argentina	82382.0	2963.0	3893.0	123.0	45510324.0					
44013	2020-07-02	Argentina	85470.0	3088.0	4029.0	136.0	45510324.0					
44014	2020-07-03	Argentina	88772.0	3302.0	4167.0	138.0	45510324.0					
44015	2020-07-04	Argentina	91254.0	2482.0	4294.0	127.0	45510324.0					
44016	2020-07-05	Argentina	93640.0	2386.0	4403.0	109.0	45510324.0					
44017	2020-07-06	Argentina	97573.0	3933.0	4584.0	181.0	45510324.0					
44018	2020-07-07	Argentina	101750.0	4177.0	4759.0	175.0	45510324.0					
44019	2020-07-08	Argentina	105767.0	4017.0	4956.0	197.0	45510324.0					
44020	2020-07-09	Argentina	109103.0	3336.0	5100.0	144.0	45510324.0					
44021	2020-07-10	Argentina	112606.0	3503.0	5248.0	148.0	45510324.0					
44022	2020-07-11	Argentina	115895.0	3289.0	5421.0	173.0	45510324.0					
44023	2020-07-12	Argentina	118611.0	2716.0	5556.0	135.0	45510324.0					
44024	2020-07-13	Argentina	123106.0	4495.0	5784.0	228.0	45510324.0					
44025	2020-07-14	Argentina	127949.0	4843.0	5999.0	215.0	45510324.0					
44026	2020-07-15	Argentina	132615.0	4666.0	6193.0	194.0	45510324.0					
44027	2020-07-16	Argentina	137648.0	5033.0	6430.0	237.0	45510324.0					
44028	2020-07-17	Argentina	142668.0	5020.0	6639.0	209.0	45510324.0					
44029	2020-07-18	Argentina	146305.0	3637.0	6764.0	125.0	45510324.0					
44030	2020-07-19	Argentina	150183.0	3878.0	6930.0	166.0	45510324.0					
44031	2020-07-20	Argentina	155986.0	5803.0	7163.0	233.0	45510324.0					
44032	2020-07-21	Argentina	162194.0	6208.0	7429.0	266.0	45510324.0					
44033	2020-07-22	Argentina	168744.0	6550.0	7675.0	246.0	45510324.0					
44034	2020-07-23	Argentina	174824.0	6080.0	7942.0	267.0	45510324.0					
44035	2020-07-24	Argentina	181054.0	6230.0	8144.0	202.0	45510324.0					
44036	2020-07-25	Argentina	185639.0	4585.0	8289.0	145.0	45510324.0					
44037	2020-07-26	Argentina	189430.0	3791.0	8474.0	185.0	45510324.0					
44038	2020-07-27	Argentina	195803.0	6373.0	8705.0	231.0	45510324.0					
44039	2020-07-28	Argentina	202386.0	6583.0	8922.0	217.0	45510324.0					
44040	2020-07-29	Argentina	209043.0	6657.0	9136.0	214.0	45510324.0					
44041	2020-07-30	Argentina	215558.0	6515.0	9350.0	214.0	45510324.0					
44042	2020-07-31	Argentina	222178.0	6620.0	9581.0	231.0	45510324.0					
44043	2020-08-01	Argentina	226738.0	4560.0	9737.0	156.0	45510324.0					
44044	2020-08-02	Argentina	231395.0	4657.0	9930.0	193.0	45510324.0					
44045	2020-08-03	Argentina	239083.0	7688.0	10220.0	290.0	45510324.0					
44046	2020-08-04	Argentina	248281.0	9198.0	10521.0	301.0	45510324.0					
44047	2020-08-05	Argentina	256500.0	8219.0	10830.0	309.0	45510324.0					
44048	2020-08-06	Argentina	265313.0	8813.0	11136.0	306.0	45510324.0					
44049	2020-08-07	Argentina	273089.0	7776.0	11361.0	225.0	45510324.0					
44050	2020-08-08	Argentina	278015.0	4926.0	11509.0	148.0	45510324.0					
44051	2020-08-09	Argentina	283036.0	5021.0	11692.0	183.0	45510324.0					
44052	2020-08-10	Argentina	290848.0	7812.0	11928.0	236.0	45510324.0					
44053	2020-08-11	Argentina	298832.0	7984.0	12202.0	274.0	45510324.0					
44054	2020-08-12	Argentina	306455.0	7623.0	12453.0	251.0	45510324.0					
44055	2020-08-13	Argentina	313833.0	7378.0	12719.0	266.0	45510324.0					
44056	2020-08-14	Argentina	321556.0	7723.0	12979.0	260.0	45510324.0					
44057	2020-08-15	Argentina	327115.0	5559.0	13163.0	184.0	45510324.0					
44058	2020-08-16	Argentina	331713.0	4598.0	13354.0	191.0	45510324.0					
44059	2020-08-17	Argentina	337135.0	5422.0	13563.0	209.0	45510324.0					
44060	2020-08-18	Argentina	345392.0	8257.0	13883.0	320.0	45510324.0					
44061	2020-08-19	Argentina	354352.0	8960.0	14201.0	318.0	45510324.0					
44062	2020-08-20	Argentina	362857.0	8505.0	14528.0	327.0	45510324.0					
44063	2020-08-21	Argentina	371538.0	8681.0	14800.0	272.0	45510324.0					
44064	2020-08-22	Argentina	378127.0	6589.0	15049.0	249.0	45510324.0					
44065	2020-08-23	Argentina	382896.0	4769.0	15231.0	182.0	45510324.0					
44066	2020-08-24	Argentina	393174.0	10278.0	15605.0	374.0	45510324.0					
44067	2020-08-25	Argentina	403580.0	10406.0	15945.0	340.0	45510324.0					
44068	2020-08-26	Argentina	415020.0	11440.0	16319.0	374.0	45510324.0					
44069	2020-08-27	Argentina	426378.0	11358.0	16684.0	365.0	45510324.0					
44070	2020-08-28	Argentina	437559.0	11181.0	17033.0	349.0	45510324.0					
44071	2020-08-29	Argentina	445696.0	8137.0	17263.0	230.0	45510324.0					
44072	2020-08-30	Argentina	451875.0	6179.0	17491.0	228.0	45510324.0					
44073	2020-08-31	Argentina	463474.0	11599.0	17893.0	402.0	45510324.0					
44074	2020-09-01	Argentina	475017.0	11543.0	18287.0	394.0	45510324.0					
44075	2020-09-02	Argentina	486227.0	11210.0	18652.0	365.0	45510324.0					
44076	2020-09-03	Argentina	497679.0	11452.0	19002.0	350.0	45510324.0					
44077	2020-09-04	Argentina	509315.0	11636.0	19351.0	349.0	45510324.0					
44078	2020-09-05	Argentina	517854.0	8539.0	19609.0	258.0	45510324.0					
44079	2020-09-06	Argentina	524195.0	6341.0	19815.0	206.0	45510324.0					
44080	2020-09-07	Argentina	536262.0	12067.0	20234.0	419.0	45510324.0					
44081	2020-09-08	Argentina	549247.0	12985.0	20632.0	398.0	45510324.0					
44082	2020-09-09	Argentina	561774.0	12527.0	21004.0	372.0	45510324.0					
44083	2020-09-10	Argentina	574567.0	12793.0	21414.0	410.0	45510324.0					
44084	2020-09-11	Argentina	587078.0	12511.0	21765.0	351.0	45510324.0					
44085	2020-09-12	Argentina	595465.0	8387.0	22061.0	296.0	45510324.0					
44086	2020-09-13	Argentina	602353.0	6888.0	22261.0	200.0	45510324.0					
44087	2020-09-14	Argentina	614542.0	12189.0	22655.0	394.0	45510324.0					
44088	2020-09-15	Argentina	626612.0	12070.0	23005.0	350.0	45510324.0					
44089	2020-09-16	Argentina	638994.0	12382.0	23357.0	352.0	45510324.0					
44090	2020-09-17	Argentina	651031.0	12037.0	23722.0	365.0	45510324.0					
44091	2020-09-18	Argentina	663154.0	12123.0	24121.0	399.0	45510324.0					
44092	2020-09-19	Argentina	671463.0	8309.0	24386.0	265.0	45510324.0					
44093	2020-09-20	Argentina	677683.0	6220.0	24601.0	215.0	45510324.0					
44094	2020-09-21	Argentina	688652.0	10969.0	24962.0	361.0	45510324.0					
44095	2020-09-22	Argentina	701716.0	13064.0	25377.0	415.0	45510324.0					
44096	2020-09-23	Argentina	715295.0	13579.0	25766.0	389.0	45510324.0					
44097	2020-09-24	Argentina	728584.0	13289.0	26153.0	387.0	45510324.0					
44098	2020-09-25	Argentina	742645.0	14061.0	26547.0	394.0	45510324.0					
44099	2020-09-26	Argentina	751957.0	9312.0	26837.0	290.0	45510324.0					
44100	2020-09-27	Argentina	759395.0	7438.0	27057.0	220.0	45510324.0					
44101	2020-09-28	Argentina	774307.0	14912.0	27497.0	440.0	45510324.0					
44102	2020-09-29	Argentina	788304.0	13997.0	27914.0	417.0	45510324.0					
44103	2020-09-30	Argentina	802665.0	14361.0	28308.0	394.0	45510324.0					
44104	2020-10-01	Argentina	816921.0	14256.0	28691.0	383.0	45510324.0					
44105	2020-10-02	Argentina	831015.0	14094.0	29094.0	403.0	45510324.0					
44106	2020-10-03	Argentina	839564.0	8549.0	29350.0	256.0	45510324.0					
44107	2020-10-04	Argentina	846449.0	6885.0	29580.0	230.0	45510324.0					
44108	2020-10-05	Argentina	860859.0	14410.0	30011.0	431.0	45510324.0					
44109	2020-10-06	Argentina	876291.0	15432.0	30422.0	411.0	45510324.0					
44110	2020-10-07	Argentina	890937.0	14646.0	30797.0	375.0	45510324.0					
44111	2020-10-08	Argentina	907987.0	17050.0	31268.0	471.0	45510324.0					
44112	2020-10-09	Argentina	922489.0	14502.0	31617.0	349.0	45510324.0					
44113	2020-10-10	Argentina	933519.0	11030.0	31925.0	308.0	45510324.0					
44114	2020-10-11	Argentina	942666.0	9147.0	32182.0	257.0	45510324.0					
44115	2020-10-12	Argentina	952506.0	9840.0	32422.0	240.0	45510324.0					
44116	2020-10-13	Argentina	969086.0	16580.0	32909.0	487.0	45510324.0					
44117	2020-10-14	Argentina	985992.0	16906.0	33367.0	458.0	45510324.0					
44118	2020-10-15	Argentina	1002951.0	16959.0	33780.0	413.0	45510324.0					
44119	2020-10-16	Argentina	1020009.0	17058.0	34138.0	358.0	45510324.0					
44120	2020-10-17	Argentina	1031403.0	11394.0	34457.0	319.0	45510324.0					
44121	2020-10-18	Argentina	1038648.0	7245.0	34631.0	174.0	45510324.0					
44122	2020-10-19	Argentina	1055377.0	16729.0	35061.0	430.0	45510324.0					
44123	2020-10-20	Argentina	1072085.0	16708.0	35492.0	431.0	45510324.0					
44124	2020-10-21	Argentina	1088115.0	16030.0	35860.0	368.0	45510324.0					
44125	2020-10-22	Argentina	1103369.0	15254.0	36181.0	321.0	45510324.0					
44126	2020-10-23	Argentina	1118203.0	14834.0	36517.0	336.0	45510324.0					
44127	2020-10-24	Argentina	1129392.0	11189.0	36746.0	229.0	45510324.0					
44128	2020-10-25	Argentina	1136236.0	6844.0	36979.0	233.0	45510324.0					
44129	2020-10-26	Argentina	1150071.0	13835.0	37381.0	402.0	45510324.0					
44130	2020-10-27	Argentina	1164379.0	14308.0	37685.0	304.0	45510324.0					
44131	2020-10-28	Argentina	1178741.0	14362.0	37975.0	290.0	45510324.0					
44132	2020-10-29	Argentina	1191515.0	12774.0	38232.0	257.0	45510324.0					
44133	2020-10-30	Argentina	1204131.0	12616.0	38514.0	282.0	45510324.0					
44134	2020-10-31	Argentina	1211999.0	7868.0	38702.0	188.0	45510324.0					
44135	2020-11-01	Argentina	1217740.0	5741.0	38833.0	131.0	45510324.0					
44136	2020-11-02	Argentina	1229493.0	11753.0	39116.0	283.0	45510324.0					
44137	2020-11-03	Argentina	1240928.0	11435.0	39401.0	285.0	45510324.0					
44138	2020-11-04	Argentina	1251161.0	10233.0	39620.0	219.0	45510324.0					
44139	2020-11-05	Argentina	1264255.0	13094.0	39926.0	306.0	45510324.0					
44140	2020-11-06	Argentina	1276997.0	12742.0	40209.0	283.0	45510324.0					
44141	2020-11-07	Argentina	1283685.0	6688.0	40389.0	180.0	45510324.0					
44142	2020-11-08	Argentina	1288465.0	4780.0	40516.0	127.0	45510324.0					
44143	2020-11-09	Argentina	1299507.0	11042.0	40763.0	247.0	45510324.0					
44144	2020-11-10	Argentina	1311061.0	11554.0	41041.0	278.0	45510324.0					
44145	2020-11-11	Argentina	1323219.0	12158.0	41294.0	253.0	45510324.0					
44146	2020-11-12	Argentina	1334915.0	11696.0	41488.0	194.0	45510324.0					
44147	2020-11-13	Argentina	1345316.0	10401.0	41714.0	226.0	45510324.0					
44148	2020-11-14	Argentina	1351402.0	6086.0	41855.0	141.0	45510324.0					
44149	2020-11-15	Argentina	1355594.0	4192.0	41968.0	113.0	45510324.0					
44150	2020-11-16	Argentina	1365954.0	10360.0	42197.0	229.0	45510324.0					
44151	2020-11-17	Argentina	1376243.0	10289.0	42403.0	206.0	45510324.0					
44152	2020-11-18	Argentina	1386068.0	9825.0	42610.0	207.0	45510324.0					
44153	2020-11-19	Argentina	1395999.0	9931.0	42794.0	184.0	45510324.0					
44154	2020-11-20	Argentina	1405329.0	9330.0	42957.0	163.0	45510324.0					
44155	2020-11-21	Argentina	1410378.0	5049.0	43064.0	107.0	45510324.0					
44156	2020-11-22	Argentina	1413481.0	3103.0	43138.0	74.0	45510324.0					
44157	2020-11-23	Argentina	1418203.0	4722.0	43255.0	117.0	45510324.0					
44158	2020-11-24	Argentina	1427391.0	9188.0	43457.0	202.0	45510324.0					
44159	2020-11-25	Argentina	1436233.0	8842.0	43594.0	137.0	45510324.0					
44160	2020-11-26	Argentina	1444421.0	8188.0	43756.0	162.0	45510324.0					
44161	2020-11-27	Argentina	1452013.0	7592.0	43907.0	151.0	45510324.0					
44162	2020-11-28	Argentina	1457065.0	5052.0	44013.0	106.0	45510324.0					
44163	2020-11-29	Argentina	1461515.0	4450.0	44081.0	68.0	45510324.0					
44164	2020-11-30	Argentina	1469431.0	7916.0	44232.0	151.0	45510324.0					
44165	2020-12-01	Argentina	1477285.0	7854.0	44379.0	147.0	45510324.0					
44166	2020-12-02	Argentina	1484431.0	7146.0	44504.0	125.0	45510324.0					
44167	2020-12-03	Argentina	1491983.0	7552.0	44668.0	164.0	45510324.0					
44168	2020-12-04	Argentina	1497941.0	5958.0	44788.0	120.0	45510324.0					
44169	2020-12-05	Argentina	1501877.0	3936.0	44871.0	83.0	45510324.0					
44170	2020-12-06	Argentina	1504277.0	2400.0	44943.0	72.0	45510324.0					
44171	2020-12-07	Argentina	1507796.0	3519.0	45035.0	92.0	45510324.0					
44172	2020-12-08	Argentina	1511069.0	3273.0	45109.0	74.0	45510324.0					
44173	2020-12-09	Argentina	1518096.0	7027.0	45284.0	175.0	45510324.0					
44174	2020-12-10	Argentina	1525402.0	7306.0	45435.0	151.0	45510324.0					
44175	2020-12-11	Argentina	1532366.0	6964.0	45590.0	155.0	45510324.0					
44176	2020-12-12	Argentina	1536314.0	3948.0	45666.0	76.0	45510324.0					
44177	2020-12-13	Argentina	1539591.0	3277.0	45738.0	72.0	45510324.0					
44178	2020-12-14	Argentina	1546918.0	7327.0	45921.0	183.0	45510324.0					
44179	2020-12-15	Argentina	1554561.0	7643.0	46065.0	144.0	45510324.0					
44180	2020-12-16	Argentina	1561842.0	7281.0	46194.0	129.0	45510324.0					
44181	2020-12-17	Argentina	1569330.0	7488.0	46344.0	150.0	45510324.0					
44182	2020-12-18	Argentina	1576681.0	7351.0	46484.0	140.0	45510324.0					
44183	2020-12-19	Argentina	1581511.0	4830.0	46586.0	102.0	45510324.0					
44184	2020-12-20	Argentina	1585045.0	3534.0	46648.0	62.0	45510324.0					
44185	2020-12-21	Argentina	1594115.0	9070.0	46839.0	191.0	45510324.0					
44186	2020-12-22	Argentina	1603098.0	8983.0	46999.0	160.0	45510324.0					
44187	2020-12-23	Argentina	1611625.0	8527.0	47141.0	142.0	45510324.0					
44188	2020-12-24	Argentina	1617038.0	5413.0	47221.0	80.0	45510324.0					
