FLAI_time	date	location	total_cases	new_cases	total_deaths	new_deaths	population	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	total_boosters_per_hundred	total_vaccinations_per_hundred	total_bivalent_boosters_per_hundred
43917	2020-03-28	Colombia	491.0	21.0	6.0	2.0	51874028.0					
43918	2020-03-29	Colombia	723.0	232.0	6.0	0.0	51874028.0					
43919	2020-03-30	Colombia	792.0	69.0	6.0	0.0	51874028.0					
43920	2020-03-31	Colombia	792.0	0.0	10.0	4.0	51874028.0					
43921	2020-04-01	Colombia	798.0	6.0	14.0	4.0	51874028.0					
43922	2020-04-02	Colombia	906.0	108.0	16.0	2.0	51874028.0					
43923	2020-04-03	Colombia	1065.0	159.0	17.0	1.0	51874028.0					
43924	2020-04-04	Colombia	1161.0	96.0	19.0	2.0	51874028.0					
43925	2020-04-05	Colombia	1267.0	106.0	25.0	6.0	51874028.0					
43926	2020-04-06	Colombia	1406.0	139.0	32.0	7.0	51874028.0					
43927	2020-04-07	Colombia	1485.0	79.0	35.0	3.0	51874028.0					
43928	2020-04-08	Colombia	1579.0	94.0	46.0	11.0	51874028.0					
43929	2020-04-09	Colombia	1780.0	201.0	50.0	4.0	51874028.0					
43930	2020-04-10	Colombia	2054.0	274.0	55.0	5.0	51874028.0					
43931	2020-04-11	Colombia	2223.0	169.0	69.0	14.0	51874028.0					
43932	2020-04-12	Colombia	2473.0	250.0	80.0	11.0	51874028.0					
43933	2020-04-13	Colombia	2709.0	236.0	100.0	20.0	51874028.0					
43934	2020-04-14	Colombia	2776.0	67.0	109.0	9.0	51874028.0					
43935	2020-04-15	Colombia	2852.0	76.0	112.0	3.0	51874028.0					
43936	2020-04-16	Colombia	2979.0	127.0	127.0	15.0	51874028.0					
43937	2020-04-17	Colombia	3105.0	126.0	131.0	4.0	51874028.0					
43938	2020-04-18	Colombia	3233.0	128.0	144.0	13.0	51874028.0					
43939	2020-04-19	Colombia	3439.0	206.0	153.0	9.0	51874028.0					
43940	2020-04-20	Colombia	3621.0	182.0	166.0	13.0	51874028.0					
43941	2020-04-21	Colombia	3792.0	171.0	179.0	13.0	51874028.0					
43942	2020-04-22	Colombia	3977.0	185.0	189.0	10.0	51874028.0					
43943	2020-04-23	Colombia	4149.0	172.0	196.0	7.0	51874028.0					
43944	2020-04-24	Colombia	4356.0	207.0	206.0	10.0	51874028.0					
43945	2020-04-25	Colombia	4561.0	205.0	215.0	9.0	51874028.0					
43946	2020-04-26	Colombia	4881.0	320.0	225.0	10.0	51874028.0					
43947	2020-04-27	Colombia	5142.0	261.0	233.0	8.0	51874028.0					
43948	2020-04-28	Colombia	5379.0	237.0	244.0	11.0	51874028.0					
43949	2020-04-29	Colombia	5597.0	218.0	253.0	9.0	51874028.0					
43950	2020-04-30	Colombia	5949.0	352.0	269.0	16.0	51874028.0					
43951	2020-05-01	Colombia	6211.0	262.0	278.0	9.0	51874028.0					
43952	2020-05-02	Colombia	6507.0	296.0	293.0	15.0	51874028.0					
43953	2020-05-03	Colombia	7006.0	499.0	314.0	21.0	51874028.0					
43954	2020-05-04	Colombia	7285.0	279.0	324.0	10.0	51874028.0					
43955	2020-05-05	Colombia	7668.0	383.0	340.0	16.0	51874028.0					
43956	2020-05-06	Colombia	7973.0	305.0	358.0	18.0	51874028.0					
43957	2020-05-07	Colombia	8613.0	640.0	378.0	20.0	51874028.0					
43958	2020-05-08	Colombia	8613.0	0.0	378.0	0.0	51874028.0					
43959	2020-05-09	Colombia	9456.0	843.0	407.0	29.0	51874028.0					
43960	2020-05-10	Colombia	10051.0	595.0	428.0	21.0	51874028.0					
43961	2020-05-11	Colombia	10495.0	444.0	445.0	17.0	51874028.0					
43962	2020-05-12	Colombia	11063.0	568.0	463.0	18.0	51874028.0					
43963	2020-05-13	Colombia	11613.0	550.0	479.0	16.0	51874028.0					
43964	2020-05-14	Colombia	12272.0	659.0	493.0	14.0	51874028.0					
43965	2020-05-15	Colombia	12930.0	658.0	509.0	16.0	51874028.0					
43966	2020-05-16	Colombia	13610.0	680.0	525.0	16.0	51874028.0					
43967	2020-05-17	Colombia	14216.0	606.0	546.0	21.0	51874028.0					
43968	2020-05-18	Colombia	14939.0	723.0	562.0	16.0	51874028.0					
43969	2020-05-19	Colombia	15574.0	635.0	574.0	12.0	51874028.0					
43970	2020-05-20	Colombia	16295.0	721.0	592.0	18.0	51874028.0					
43971	2020-05-21	Colombia	16935.0	640.0	613.0	21.0	51874028.0					
43972	2020-05-22	Colombia	17687.0	752.0	630.0	17.0	51874028.0					
43973	2020-05-23	Colombia	18330.0	643.0	652.0	22.0	51874028.0					
43974	2020-05-24	Colombia	19131.0	801.0	682.0	30.0	51874028.0					
43975	2020-05-25	Colombia	20177.0	1046.0	705.0	23.0	51874028.0					
43976	2020-05-26	Colombia	21175.0	998.0	727.0	22.0	51874028.0					
43977	2020-05-27	Colombia	21981.0	806.0	750.0	23.0	51874028.0					
43978	2020-05-28	Colombia	23003.0	1022.0	776.0	26.0	51874028.0					
43979	2020-05-29	Colombia	24104.0	1101.0	803.0	27.0	51874028.0					
43980	2020-05-30	Colombia	25366.0	1262.0	822.0	19.0	51874028.0					
43981	2020-05-31	Colombia	26688.0	1322.0	853.0	31.0	51874028.0					
43982	2020-06-01	Colombia	28236.0	1548.0	890.0	37.0	51874028.0					
43983	2020-06-02	Colombia	29383.0	1147.0	939.0	49.0	51874028.0					
43984	2020-06-03	Colombia	30493.0	1110.0	969.0	30.0	51874028.0					
43985	2020-06-04	Colombia	31833.0	1340.0	1009.0	40.0	51874028.0					
43986	2020-06-05	Colombia	33354.0	1521.0	1045.0	36.0	51874028.0					
43987	2020-06-06	Colombia	35120.0	1766.0	1087.0	42.0	51874028.0					
43988	2020-06-07	Colombia	36635.0	1515.0	1145.0	58.0	51874028.0					
43989	2020-06-08	Colombia	38027.0	1392.0	1205.0	60.0	51874028.0					
43990	2020-06-09	Colombia	39236.0	1209.0	1259.0	54.0	51874028.0					
43991	2020-06-10	Colombia	40719.0	1483.0	1308.0	49.0	51874028.0					
43992	2020-06-11	Colombia	42078.0	1359.0	1372.0	64.0	51874028.0					
43993	2020-06-12	Colombia	43682.0	1604.0	1433.0	61.0	51874028.0					
43994	2020-06-13	Colombia	45212.0	1530.0	1488.0	55.0	51874028.0					
43995	2020-06-14	Colombia	46858.0	1646.0	1545.0	57.0	51874028.0					
43996	2020-06-15	Colombia	48746.0	1888.0	1592.0	47.0	51874028.0					
43997	2020-06-16	Colombia	50939.0	2193.0	1667.0	75.0	51874028.0					
43998	2020-06-17	Colombia	53063.0	2124.0	1726.0	59.0	51874028.0					
43999	2020-06-18	Colombia	54931.0	1868.0	1801.0	75.0	51874028.0					
44000	2020-06-19	Colombia	57046.0	2115.0	1864.0	63.0	51874028.0					
44001	2020-06-20	Colombia	60217.0	3171.0	1950.0	86.0	51874028.0					
44002	2020-06-21	Colombia	63276.0	3059.0	2045.0	95.0	51874028.0					
44003	2020-06-22	Colombia	65633.0	2357.0	2126.0	81.0	51874028.0					
44004	2020-06-23	Colombia	68652.0	3019.0	2237.0	111.0	51874028.0					
44005	2020-06-24	Colombia	71183.0	2531.0	2310.0	73.0	51874028.0					
44006	2020-06-25	Colombia	73572.0	2389.0	2404.0	94.0	51874028.0					
44007	2020-06-26	Colombia	77113.0	3541.0	2491.0	87.0	51874028.0					
44008	2020-06-27	Colombia	80599.0	3486.0	2654.0	163.0	51874028.0					
44009	2020-06-28	Colombia	84442.0	3843.0	2811.0	157.0	51874028.0					
44010	2020-06-29	Colombia	88591.0	4149.0	2939.0	128.0	51874028.0					
44011	2020-06-30	Colombia	91769.0	3178.0	3106.0	167.0	51874028.0					
44012	2020-07-01	Colombia	95043.0	3274.0	3223.0	117.0	51874028.0					
44013	2020-07-02	Colombia	97846.0	2803.0	3334.0	111.0	51874028.0					
44014	2020-07-03	Colombia	102009.0	4163.0	3470.0	136.0	51874028.0					
44015	2020-07-04	Colombia	106110.0	4101.0	3641.0	171.0	51874028.0					
44016	2020-07-05	Colombia	109505.0	3395.0	3777.0	136.0	51874028.0					
44017	2020-07-06	Colombia	113389.0	3884.0	3942.0	165.0	51874028.0					
44018	2020-07-07	Colombia	117110.0	3721.0	4064.0	122.0	51874028.0					
44019	2020-07-08	Colombia	120281.0	3171.0	4210.0	146.0	51874028.0					
44020	2020-07-09	Colombia	124494.0	4213.0	4359.0	149.0	51874028.0					
44021	2020-07-10	Colombia	128638.0	4144.0	4527.0	168.0	51874028.0					
44022	2020-07-11	Colombia	133973.0	5335.0	4714.0	187.0	51874028.0					
44023	2020-07-12	Colombia	140776.0	6803.0	4925.0	211.0	51874028.0					
44024	2020-07-13	Colombia	145362.0	4586.0	5119.0	194.0	51874028.0					
44025	2020-07-14	Colombia	150445.0	5083.0	5307.0	188.0	51874028.0					
44026	2020-07-15	Colombia	154277.0	3832.0	5455.0	148.0	51874028.0					
44027	2020-07-16	Colombia	159898.0	5621.0	5625.0	170.0	51874028.0					
44028	2020-07-17	Colombia	165169.0	5271.0	5814.0	189.0	51874028.0					
44029	2020-07-18	Colombia	173206.0	8037.0	6029.0	215.0	51874028.0					
44030	2020-07-19	Colombia	182140.0	8934.0	6288.0	259.0	51874028.0					
44031	2020-07-20	Colombia	190700.0	8560.0	6516.0	228.0	51874028.0					
44032	2020-07-21	Colombia	197278.0	6578.0	6736.0	220.0	51874028.0					
44033	2020-07-22	Colombia	204005.0	6727.0	6929.0	193.0	51874028.0					
44034	2020-07-23	Colombia	211038.0	7033.0	7166.0	237.0	51874028.0					
44035	2020-07-24	Colombia	218428.0	7390.0	7373.0	207.0	51874028.0					
44036	2020-07-25	Colombia	226373.0	7945.0	7688.0	315.0	51874028.0					
44037	2020-07-26	Colombia	233541.0	7168.0	7975.0	287.0	51874028.0					
44038	2020-07-27	Colombia	240795.0	7254.0	8269.0	294.0	51874028.0					
44039	2020-07-28	Colombia	248976.0	8181.0	8525.0	256.0	51874028.0					
44040	2020-07-29	Colombia	257101.0	8125.0	8777.0	252.0	51874028.0					
44041	2020-07-30	Colombia	267385.0	10284.0	9074.0	297.0	51874028.0					
44042	2020-07-31	Colombia	276055.0	8670.0	9454.0	380.0	51874028.0					
44043	2020-08-01	Colombia	286020.0	9965.0	9810.0	356.0	51874028.0					
44044	2020-08-02	Colombia	295508.0	9488.0	10105.0	295.0	51874028.0					
44045	2020-08-03	Colombia	306181.0	10673.0	10330.0	225.0	51874028.0					
44046	2020-08-04	Colombia	317651.0	11470.0	10650.0	320.0	51874028.0					
44047	2020-08-05	Colombia	327850.0	10199.0	11017.0	367.0	51874028.0					
44048	2020-08-06	Colombia	334979.0	7129.0	11315.0	298.0	51874028.0					
44049	2020-08-07	Colombia	345714.0	10735.0	11624.0	309.0	51874028.0					
44050	2020-08-08	Colombia	357710.0	11996.0	11939.0	315.0	51874028.0					
44051	2020-08-09	Colombia	367196.0	9486.0	12250.0	311.0	51874028.0					
44052	2020-08-10	Colombia	376870.0	9674.0	12540.0	290.0	51874028.0					
44053	2020-08-11	Colombia	387481.0	10611.0	12842.0	302.0	51874028.0					
44054	2020-08-12	Colombia	397623.0	10142.0	13154.0	312.0	51874028.0					
44055	2020-08-13	Colombia	410453.0	12830.0	13475.0	321.0	51874028.0					
44056	2020-08-14	Colombia	422519.0	12066.0	13837.0	362.0	51874028.0					
44057	2020-08-15	Colombia	433805.0	11286.0	14145.0	308.0	51874028.0					
44058	2020-08-16	Colombia	445111.0	11306.0	14492.0	347.0	51874028.0					
44059	2020-08-17	Colombia	456689.0	11578.0	14810.0	318.0	51874028.0					
44060	2020-08-18	Colombia	468332.0	11643.0	15097.0	287.0	51874028.0					
44061	2020-08-19	Colombia	476660.0	8328.0	15372.0	275.0	51874028.0					
44062	2020-08-20	Colombia	489122.0	12462.0	15619.0	247.0	51874028.0					
44063	2020-08-21	Colombia	502178.0	13056.0	15979.0	360.0	51874028.0					
44064	2020-08-22	Colombia	513719.0	11541.0	16183.0	204.0	51874028.0					
44065	2020-08-23	Colombia	522138.0	8419.0	16568.0	385.0	51874028.0					
44066	2020-08-24	Colombia	533103.0	10965.0	16968.0	400.0	51874028.0					
44067	2020-08-25	Colombia	541147.0	8044.0	17316.0	348.0	51874028.0					
44068	2020-08-26	Colombia	551696.0	10549.0	17612.0	296.0	51874028.0					
44069	2020-08-27	Colombia	562128.0	10432.0	17889.0	277.0	51874028.0					
44070	2020-08-28	Colombia	572270.0	10142.0	18184.0	295.0	51874028.0					
44071	2020-08-29	Colombia	582022.0	9752.0	18468.0	284.0	51874028.0					
44072	2020-08-30	Colombia	590520.0	8498.0	18767.0	299.0	51874028.0					
44073	2020-08-31	Colombia	599914.0	9394.0	19064.0	297.0	51874028.0					
44074	2020-09-01	Colombia	607938.0	8024.0	19364.0	300.0	51874028.0					
44075	2020-09-02	Colombia	615168.0	7230.0	19663.0	299.0	51874028.0					
44076	2020-09-03	Colombia	624069.0	8901.0	20052.0	389.0	51874028.0					
44077	2020-09-04	Colombia	633339.0	9270.0	20348.0	296.0	51874028.0					
44078	2020-09-05	Colombia	641574.0	8235.0	20618.0	270.0	51874028.0					
44079	2020-09-06	Colombia	650062.0	8488.0	20888.0	270.0	51874028.0					
44080	2020-09-07	Colombia	658456.0	8394.0	21156.0	268.0	51874028.0					
44081	2020-09-08	Colombia	666521.0	8065.0	21412.0	256.0	51874028.0					
44082	2020-09-09	Colombia	671848.0	5327.0	21615.0	203.0	51874028.0					
44083	2020-09-10	Colombia	679513.0	7665.0	21817.0	202.0	51874028.0					
44084	2020-09-11	Colombia	686851.0	7338.0	22053.0	236.0	51874028.0					
44085	2020-09-12	Colombia	694664.0	7813.0	22275.0	222.0	51874028.0					
44086	2020-09-13	Colombia	702088.0	7424.0	22518.0	243.0	51874028.0					
44087	2020-09-14	Colombia	708964.0	6876.0	22734.0	216.0	51874028.0					
44088	2020-09-15	Colombia	716319.0	7355.0	22924.0	190.0	51874028.0					
44089	2020-09-16	Colombia	721892.0	5573.0	23123.0	199.0	51874028.0					
44090	2020-09-17	Colombia	728590.0	6698.0	23288.0	165.0	51874028.0					
44091	2020-09-18	Colombia	736377.0	7787.0	23478.0	190.0	51874028.0					
44092	2020-09-19	Colombia	743945.0	7568.0	23665.0	187.0	51874028.0					
44093	2020-09-20	Colombia	750471.0	6526.0	23850.0	185.0	51874028.0					
44094	2020-09-21	Colombia	758398.0	7927.0	24039.0	189.0	51874028.0					
44095	2020-09-22	Colombia	765076.0	6678.0	24208.0	169.0	51874028.0					
44096	2020-09-23	Colombia	770435.0	5359.0	24397.0	189.0	51874028.0					
44097	2020-09-24	Colombia	777537.0	7102.0	24570.0	173.0	51874028.0					
44098	2020-09-25	Colombia	784268.0	6731.0	24746.0	176.0	51874028.0					
44099	2020-09-26	Colombia	790823.0	6555.0	24924.0	178.0	51874028.0					
44100	2020-09-27	Colombia	798317.0	7494.0	25103.0	179.0	51874028.0					
44101	2020-09-28	Colombia	806038.0	7721.0	25296.0	193.0	51874028.0					
44102	2020-09-29	Colombia	813056.0	7018.0	25488.0	192.0	51874028.0					
44103	2020-09-30	Colombia	818203.0	5147.0	25641.0	153.0	51874028.0					
44104	2020-10-01	Colombia	824042.0	5839.0	25828.0	187.0	51874028.0					
44105	2020-10-02	Colombia	829679.0	5637.0	25998.0	170.0	51874028.0					
44106	2020-10-03	Colombia	835339.0	5660.0	26196.0	198.0	51874028.0					
44107	2020-10-04	Colombia	841531.0	6192.0	26397.0	201.0	51874028.0					
44108	2020-10-05	Colombia	848147.0	6616.0	26556.0	159.0	51874028.0					
44109	2020-10-06	Colombia	855052.0	6905.0	26712.0	156.0	51874028.0					
44110	2020-10-07	Colombia	862158.0	7106.0	26844.0	132.0	51874028.0					
44111	2020-10-08	Colombia	869808.0	7650.0	27017.0	173.0	51874028.0					
44112	2020-10-09	Colombia	877683.0	7875.0	27180.0	163.0	51874028.0					
44113	2020-10-10	Colombia	886179.0	8496.0	27331.0	151.0	51874028.0					
44114	2020-10-11	Colombia	894300.0	8121.0	27495.0	164.0	51874028.0					
44115	2020-10-12	Colombia	902747.0	8447.0	27660.0	165.0	51874028.0					
44116	2020-10-13	Colombia	911316.0	8569.0	27834.0	174.0	51874028.0					
44117	2020-10-14	Colombia	919083.0	7767.0	27985.0	151.0	51874028.0					
44118	2020-10-15	Colombia	924098.0	5015.0	28141.0	156.0	51874028.0					
44119	2020-10-16	Colombia	930159.0	6061.0	28306.0	165.0	51874028.0					
44120	2020-10-17	Colombia	936982.0	6823.0	28457.0	151.0	51874028.0					
44121	2020-10-18	Colombia	945354.0	8372.0	28616.0	159.0	51874028.0					
44122	2020-10-19	Colombia	952371.0	7017.0	28803.0	187.0	51874028.0					
44123	2020-10-20	Colombia	959572.0	7201.0	28970.0	167.0	51874028.0					
44124	2020-10-21	Colombia	965883.0	6311.0	29102.0	132.0	51874028.0					
44125	2020-10-22	Colombia	974139.0	8256.0	29272.0	170.0	51874028.0					
44126	2020-10-23	Colombia	981700.0	7561.0	29464.0	192.0	51874028.0					
44127	2020-10-24	Colombia	990270.0	8570.0	29636.0	172.0	51874028.0					
44128	2020-10-25	Colombia	998942.0	8672.0	29802.0	166.0	51874028.0					
44129	2020-10-26	Colombia	1007711.0	8769.0	30000.0	198.0	51874028.0					
44130	2020-10-27	Colombia	1015885.0	8174.0	30154.0	154.0	51874028.0					
44131	2020-10-28	Colombia	1025052.0	9167.0	30348.0	194.0	51874028.0					
44132	2020-10-29	Colombia	1033218.0	8166.0	30565.0	217.0	51874028.0					
44133	2020-10-30	Colombia	1041935.0	8717.0	30753.0	188.0	51874028.0					
44134	2020-10-31	Colombia	1053122.0	11187.0	30926.0	173.0	51874028.0					
44135	2020-11-01	Colombia	1063151.0	10029.0	31135.0	209.0	51874028.0					
44136	2020-11-02	Colombia	1074184.0	11033.0	31314.0	179.0	51874028.0					
44137	2020-11-03	Colombia	1083321.0	9137.0	31515.0	201.0	51874028.0					
44138	2020-11-04	Colombia	1093256.0	9935.0	31670.0	155.0	51874028.0					
44139	2020-11-05	Colombia	1099392.0	6136.0	31847.0	177.0	51874028.0					
44140	2020-11-06	Colombia	1108084.0	8692.0	32013.0	166.0	51874028.0					
44141	2020-11-07	Colombia	1117977.0	9893.0	32209.0	196.0	51874028.0					
44142	2020-11-08	Colombia	1127733.0	9756.0	32405.0	196.0	51874028.0					
44143	2020-11-09	Colombia	1136447.0	8714.0	32595.0	190.0	51874028.0					
44144	2020-11-10	Colombia	1143887.0	7440.0	32791.0	196.0	51874028.0					
44145	2020-11-11	Colombia	1149063.0	5176.0	32974.0	183.0	51874028.0					
44146	2020-11-12	Colombia	1156675.0	7612.0	33148.0	174.0	51874028.0					
44147	2020-11-13	Colombia	1165326.0	8651.0	33312.0	164.0	51874028.0					
44148	2020-11-14	Colombia	1174012.0	8686.0	33491.0	179.0	51874028.0					
44149	2020-11-15	Colombia	1182697.0	8685.0	33669.0	178.0	51874028.0					
44150	2020-11-16	Colombia	1191004.0	8307.0	33829.0	160.0	51874028.0					
44151	2020-11-17	Colombia	1198746.0	7742.0	34031.0	202.0	51874028.0					
44152	2020-11-18	Colombia	1205217.0	6471.0	34223.0	192.0	51874028.0					
44153	2020-11-19	Colombia	1211128.0	5911.0	34381.0	158.0	51874028.0					
44154	2020-11-20	Colombia	1218003.0	6875.0	34563.0	182.0	51874028.0					
44155	2020-11-21	Colombia	1225490.0	7487.0	34761.0	198.0	51874028.0					
44156	2020-11-22	Colombia	1233444.0	7954.0	34929.0	168.0	51874028.0					
44157	2020-11-23	Colombia	1240493.0	7049.0	35104.0	175.0	51874028.0					
44158	2020-11-24	Colombia	1248417.0	7924.0	35287.0	183.0	51874028.0					
44159	2020-11-25	Colombia	1254979.0	6562.0	35479.0	192.0	51874028.0					
44160	2020-11-26	Colombia	1262494.0	7515.0	35677.0	198.0	51874028.0					
44161	2020-11-27	Colombia	1270991.0	8497.0	35860.0	183.0	51874028.0					
44162	2020-11-28	Colombia	1280487.0	9496.0	36019.0	159.0	51874028.0					
44163	2020-11-29	Colombia	1290510.0	10023.0	36214.0	195.0	51874028.0					
44164	2020-11-30	Colombia	1299613.0	9103.0	36401.0	187.0	51874028.0					
44165	2020-12-01	Colombia	1308376.0	8763.0	36584.0	183.0	51874028.0					
44166	2020-12-02	Colombia	1316806.0	8430.0	36766.0	182.0	51874028.0					
44167	2020-12-03	Colombia	1324792.0	7986.0	36934.0	168.0	51874028.0					
44168	2020-12-04	Colombia	1334089.0	9297.0	37117.0	183.0	51874028.0					
44169	2020-12-05	Colombia	1343322.0	9233.0	37305.0	188.0	51874028.0					
44170	2020-12-06	Colombia	1352607.0	9285.0	37467.0	162.0	51874028.0					
44171	2020-12-07	Colombia	1362249.0	9642.0	37633.0	166.0	51874028.0					
44172	2020-12-08	Colombia	1371103.0	8854.0	37808.0	175.0	51874028.0					
44173	2020-12-09	Colombia	1377100.0	5997.0	37995.0	187.0	51874028.0					
44174	2020-12-10	Colombia	1384610.0	7510.0	38158.0	163.0	51874028.0					
44175	2020-12-11	Colombia	1392133.0	7523.0	38308.0	150.0	51874028.0					
44176	2020-12-12	Colombia	1399911.0	7778.0	38484.0	176.0	51874028.0					
44177	2020-12-13	Colombia	1408909.0	8998.0	38669.0	185.0	51874028.0					
44178	2020-12-14	Colombia	1417072.0	8163.0	38866.0	197.0	51874028.0					
44179	2020-12-15	Colombia	1425774.0	8702.0	39053.0	187.0	51874028.0					
44180	2020-12-16	Colombia	1434516.0	8742.0	39195.0	142.0	51874028.0					
44181	2020-12-17	Colombia	1444646.0	10130.0	39356.0	161.0	51874028.0					
44182	2020-12-18	Colombia	1456599.0	11953.0	39560.0	204.0	51874028.0					
44183	2020-12-19	Colombia	1468795.0	12196.0	39787.0	227.0	51874028.0					
44184	2020-12-20	Colombia	1482072.0	13277.0	40019.0	232.0	51874028.0					
44185	2020-12-21	Colombia	1496062.0	13990.0	40268.0	249.0	51874028.0					
44186	2020-12-22	Colombia	1507222.0	11160.0	40475.0	207.0	51874028.0					
44187	2020-12-23	Colombia	1518067.0	10845.0	40680.0	205.0	51874028.0					
44188	2020-12-24	Colombia	1530593.0	12526.0	40931.0	251.0	51874028.0					
44189	2020-12-25	Colombia	1544826.0	14233.0	41173.0	242.0	51874028.0					
44190	2020-12-26	Colombia	1559766.0	14940.0	41454.0	281.0	51874028.0					
44191	2020-12-27	Colombia	1574707.0	14941.0	41690.0	236.0	51874028.0					
44192	2020-12-28	Colombia	1584903.0	10196.0	41943.0	253.0	51874028.0					
44193	2020-12-29	Colombia	1594497.0	9594.0	42171.0	228.0	51874028.0					
44194	2020-12-30	Colombia	1603807.0	9310.0	42374.0	203.0	51874028.0					
44195	2020-12-31	Colombia	1614822.0	11015.0	42620.0	246.0	51874028.0					
44196	2021-01-01	Colombia	1626461.0	11639.0	42909.0	289.0	51874028.0					
44197	2021-01-02	Colombia	1642775.0	16314.0	43213.0	304.0	51874028.0					
44198	2021-01-03	Colombia	1654880.0	12105.0	43495.0	282.0	51874028.0					
44199	2021-01-04	Colombia	1666408.0	11528.0	43765.0	270.0	51874028.0					
44200	2021-01-05	Colombia	1675820.0	9412.0	43965.0	200.0	51874028.0					
44201	2021-01-06	Colombia	1686131.0	10311.0	44187.0	222.0	51874028.0					
44202	2021-01-07	Colombia	1702966.0	16835.0	44428.0	241.0	51874028.0					
44203	2021-01-08	Colombia	1719771.0	16805.0	44723.0	295.0	51874028.0					
44204	2021-01-09	Colombia	1737347.0	17576.0	45067.0	344.0	51874028.0					
44205	2021-01-10	Colombia	1755568.0	18221.0	45431.0	364.0	51874028.0					
44206	2021-01-11	Colombia	1771363.0	15795.0	45784.0	353.0	51874028.0					
44207	2021-01-12	Colombia	1786900.0	15537.0	46114.0	330.0	51874028.0					
44208	2021-01-13	Colombia	1801903.0	15003.0	46451.0	337.0	51874028.0					
44209	2021-01-14	Colombia	1816082.0	14179.0	46782.0	331.0	51874028.0					
44210	2021-01-15	Colombia	1831980.0	15898.0	47124.0	342.0	51874028.0					
44211	2021-01-16	Colombia	1849101.0	17121.0	47491.0	367.0	51874028.0					
44212	2021-01-17	Colombia	1870179.0	21078.0	47868.0	377.0	51874028.0					
44213	2021-01-18	Colombia	1891034.0	20855.0	48256.0	388.0	51874028.0					
44214	2021-01-19	Colombia	1908413.0	17379.0	48631.0	375.0	51874028.0					
44215	2021-01-20	Colombia	1923132.0	14719.0	49004.0	373.0	51874028.0					
44216	2021-01-21	Colombia	1939071.0	15939.0	49402.0	398.0	51874028.0					
44217	2021-01-22	Colombia	1956979.0	17908.0	49792.0	390.0	51874028.0					
44218	2021-01-23	Colombia	1972345.0	15366.0	50187.0	395.0	51874028.0					
44219	2021-01-24	Colombia	1987418.0	15073.0	50586.0	399.0	51874028.0					
44220	2021-01-25	Colombia	2002969.0	15551.0	50982.0	396.0	51874028.0					
44221	2021-01-26	Colombia	2015485.0	12516.0	51374.0	392.0	51874028.0					
44222	2021-01-27	Colombia	2027746.0	12261.0	51747.0	373.0	51874028.0					
44223	2021-01-28	Colombia	2041352.0	13606.0	52128.0	381.0	51874028.0					
44224	2021-01-29	Colombia	2055305.0	13953.0	52523.0	395.0	51874028.0					
44225	2021-01-30	Colombia	2067575.0	12270.0	52913.0	390.0	51874028.0					
44226	2021-01-31	Colombia	2077633.0	10058.0	53284.0	371.0	51874028.0					
44227	2021-02-01	Colombia	2086806.0	9173.0	53650.0	366.0	51874028.0					
44228	2021-02-02	Colombia	2094884.0	8078.0	53983.0	333.0	51874028.0					
44229	2021-02-03	Colombia	2104506.0	9622.0	54272.0	289.0	51874028.0					
44230	2021-02-04	Colombia	2114597.0	10091.0	54576.0	304.0	51874028.0					
44231	2021-02-05	Colombia	2125622.0	11025.0	54877.0	301.0	51874028.0					
44232	2021-02-06	Colombia	2135412.0	9790.0	55131.0	254.0	51874028.0					
44233	2021-02-07	Colombia	2142660.0	7248.0	55403.0	272.0	51874028.0					
44234	2021-02-08	Colombia	2151207.0	8547.0	55693.0	290.0	51874028.0					
44235	2021-02-09	Colombia	2157216.0	6009.0	55993.0	300.0	51874028.0					
44236	2021-02-10	Colombia	2161462.0	4246.0	56290.0	297.0	51874028.0					
44237	2021-02-11	Colombia	2166904.0	5442.0	56507.0	217.0	51874028.0					
44238	2021-02-12	Colombia	2173347.0	6443.0	56733.0	226.0	51874028.0					
44239	2021-02-13	Colombia	2179641.0	6294.0	56983.0	250.0	51874028.0					
44240	2021-02-14	Colombia	2185169.0	5528.0	57196.0	213.0	51874028.0					
44241	2021-02-15	Colombia	2190116.0	4947.0	57425.0	229.0	51874028.0					
44242	2021-02-16	Colombia	2195039.0	4923.0	57605.0	180.0	51874028.0					
44243	2021-02-17	Colombia	2198549.0	3510.0	57786.0	181.0	51874028.0				0.0	
44244	2021-02-18	Colombia	2202598.0	4049.0	57949.0	163.0	51874028.0				0.02	
44245	2021-02-19	Colombia	2207701.0	5103.0	58134.0	185.0	51874028.0				0.04	
44246	2021-02-20	Colombia	2212525.0	4824.0	58334.0	200.0	51874028.0				0.06	
44247	2021-02-21	Colombia	2217001.0	4476.0	58511.0	177.0	51874028.0				0.08	
44248	2021-02-22	Colombia	2222018.0	5017.0	58685.0	174.0	51874028.0				0.09	
44249	2021-02-23	Colombia	2226262.0	4244.0	58834.0	149.0	51874028.0				0.09	
44250	2021-02-24	Colombia	2229663.0	3401.0	58974.0	140.0	51874028.0				0.1	
44251	2021-02-25	Colombia	2233589.0	3926.0	59118.0	144.0	51874028.0				0.13	
44252	2021-02-26	Colombia	2237542.0	3953.0	59260.0	142.0	51874028.0				0.16	
44253	2021-02-27	Colombia	2241225.0	3683.0	59396.0	136.0	51874028.0				0.22	
