country	time	s_hat	s_var	C_omi_vac	C_delta_vac	C_omi_bst	C_delta_bst	C_omi_alpha	C_delta_alpha	C_omi_delta	C_delta_delta	C_omi_omi	C_delta_omi	new_cases_1	new_cases_2	R_inst	Fabs
FRANCE	44544	0.161	9.5e-06	0.015292554281559144	0.224662857564373	0.1987519631127519	0.21336362059750316	8.50121158544351e-05	0.001969448922408704	0.0017752970201591128	0.026261635524948704	0.00040855574550626936	4.2897928915862775e-05	0.0006978095322849261	0.001051190370247947	1.0995064151856202	0.029266592701653
FRANCE	44551	0.141	3.5e-06	0.014551474609297238	0.20496358769298548	0.2543077030652772	0.27306947398060577	7.696772475677828e-05	0.0017926796439182704	0.0020231622472984315	0.029404768147615085	0.0014252717356327829	0.00014863724002274793	0.0007693737101497186	0.0019876799433843134	1.230507021601546	0.06779618282398407
FRANCE	44558	0.13	2.9e-06	0.013652674742990855	0.19101856341073697	0.2819954122274764	0.3038913526472474	6.968389154043958e-05	0.001630910935478498	0.0022578107326625	0.03256580107787221	0.004119975091009484	0.0004257575107388597	0.001051190370247947	0.003441968920699899	1.2880578260813023	0.0847228900239124
FRANCE	44565	0.125	4.4e-06	0.012829000990083102	0.1771986804125389	0.30971127319061664	0.3350101093193084	6.315802558058372e-05	0.001483640683667665	0.002703354010280717	0.03784365213122913	0.013324447985098149	0.0013767070671784993	0.0019876799433843134	0.004401119600639047	1.1930449236885268	0.05677791873191964
FRANCE	44572	0.124	8.2e-06	0.012341039312744084	0.1624303370848007	0.35427663415484645	0.38412566897887584	5.739039894308553e-05	0.0013504200882077043	0.003060295940004418	0.04255634046470318	0.03228676981359609	0.003302885755960802	0.003441968920699899	0.005016210266254763	1.091467541502078	0.026902218088846463
FRANCE	44579	0.118	1.49e-05	0.011784097002836365	0.15072568847978912	0.38604424894628747	0.4201981106527391	5.220185299068367e-05	0.0012292475716867834	0.0030808263534543444	0.044325955237167564	0.05625305770387451	0.005614624200351101	0.004401119600639047	0.0051069998347296535	1.0361257654995983	0.010625225146940703
SWITZERLAND	44541	0.149	1.82e-05	0.014334973235709633	0.21612977276412243	0.12027306684119485	0.127134689413319	4.8897611342766154e-05	0.0011278603542197098	0.0027715342216956865	0.036198002353039535	0.0005508817065833766	5.811025694672371e-05	0.0010251775253850867	0.0009463605849536463	0.9805720581492744	-0.00571410054433106
SWITZERLAND	44548	0.141	7e-06	0.01312439078517052	0.1981677999954388	0.1640540565352897	0.17379197901855026	4.42001701387547e-05	0.0010264826349716584	0.00313219901083341	0.04108072031768138	0.0013811651760838614	0.0001437130502984426	0.0010743428394797317	0.0012858381046116601	1.0436418085677037	0.012835826049324648
SWITZERLAND	44555	0.137	4.5e-06	0.011942182243301529	0.1821944199443718	0.199206343773029	0.21169581669532975	3.995267732348095e-05	0.0009336387132302936	0.0032547901806868687	0.043974706879056136	0.002850844252546252	0.00029135359463864003	0.0009463605849536463	0.0020965699542840432	1.193176893845849	0.056816733484073186
SWITZERLAND	44562	0.129	5.7e-06	0.010815347714835397	0.1675356713542862	0.22672428160658145	0.24184235673434903	3.6112312487800395e-05	0.0008487089220793215	0.0034911023230080065	0.047931084628899216	0.00859983122785059	0.0008925601045616533	0.0012858381046116601	0.002735899340383263	1.1833691596852847	0.05393210578978964
SWITZERLAND	44569	0.113	9.5e-06	0.009902180182161265	0.15148910550535838	0.26826291829381665	0.2869406560565807	3.2640241527080046e-05	0.0007711013127655444	0.003573479720173389	0.05055364819063123	0.020126241137338362	0.002076446952597038	0.0020965699542840432	0.003246328566442378	1.1061824934055107	0.031230145119267843
SWITZERLAND	44576	0.104	1.85e-05	0.009075635855203648	0.13728262753904846	0.30583744007205743	0.3282181658639963	2.950130009322599e-05	0.0007002539624837778	0.003512564984834737	0.05184381352347705	0.03605707263413071	0.003643963128679474	0.002735899340383263	0.0038079638072478377	1.080296926733517	0.023616743156916732
SWITZERLAND	44583	0.096	3.35e-05	0.008299444772662359	0.1256827093832007	0.33099979763308257	0.3568027172741523	2.6663653061371452e-05	0.0006356360630458311	0.0033622379949994983	0.052184082582745026	0.05566211993926775	0.005494673194494301	0.003246328566442378	0.003977268201074677	1.0493171253316615	0.01450503686225339
NETHERLANDS	44535	0.137	3.28e-05	0.01449536463919217	0.25110883764860714	0.03796841978300059	0.040107500363796726	0.00011208292086224029	0.0025572270268145133	0.0036705277751132768	0.047338606817936786	0.000607227017792227	6.393093152220982e-05	0.001279692856411647	0.0009122409741657507	0.9177998536241164	-0.024176513639965765
NETHERLANDS	44542	0.128	1.12e-05	0.013365385755115252	0.23372186563815278	0.06945896876219944	0.07338511555266061	0.00010131951742499285	0.002329790700458627	0.0039559343592368255	0.05207884146483125	0.0014742533168548857	0.00015243151206273061	0.001136512067739719	0.0007585578763084692	0.9018128177857635	-0.028878583004187212
NETHERLANDS	44549	0.12	5.2e-06	0.012061490186184113	0.21166428013735447	0.11871781539676994	0.12549959196861013	9.15864364408897e-05	0.0021210933919829137	0.004019538344282331	0.05487713439638747	0.00267333837492728	0.00027014732626311954	0.0009122409741657507	0.0007852358213044543	0.9635908330373171	-0.010708578518436143
NETHERLANDS	44556	0.126	5e-06	0.010532356884692472	0.18443019042839384	0.18866830140381377	0.19962983672702098	8.278565231232955e-05	0.0019298401196801661	0.003930234258310315	0.0562216937573324	0.0044661388617732245	0.000443113496445673	0.0007585578763084692	0.0012332955261294212	1.1180348991905098	0.034716146820738154
NETHERLANDS	44563	0.132	9.3e-06	0.008901339374088775	0.15304631263003707	0.2755860672844451	0.2919964970715261	7.482835585784347e-05	0.0017547835176264244	0.0037752650474479057	0.056805807195570344	0.007751235770257565	0.0007647384714537111	0.0007852358213044543	0.0018061933726926857	1.2022982316690627	0.0594994799026655
NETHERLANDS	44570	0.134	2.27e-05	0.007310334612661835	0.12143138175193187	0.3679555017833985	0.3906456153844214	6.763410784481004e-05	0.0015947297592167448	0.0036089896329891593	0.057090792470703054	0.015196264301583504	0.001512121386653467	0.0012332955261294212	0.002435895194125013	1.1652945090771838	0.04861603208152466
NY	44536	0.161	1.35e-05	0.011410763476163934	0.1724092456094416	0.11229998486348154	0.11998245688591938	1.4177608371374296e-05	0.0003277964664434982	0.001161866834805171	0.0169355403878559	0.0002981141545788019	3.180988003123821e-05	0.00029665068163430307	0.00039668339319019356	1.0705701993465675	0.020755940984284574
NY	44543	0.132	3.5e-06	0.011975403655951428	0.1681356962384663	0.15939209454877537	0.17018564366018804	1.2815311487641964e-05	0.0002982977056177249	0.0012341555227201372	0.018199834742334303	0.0007984694208078454	8.343769270626841e-05	0.00035561450397731043	0.0005499978173202497	1.105901990465608	0.031147644254590576
NY	44550	0.122	3.6e-06	0.011619793331229061	0.16140560392560188	0.18181183340298163	0.1947818359203327	1.1583567817703893e-05	0.0002712854401128987	0.001284805440427468	0.019284402505418834	0.0018711726979575522	0.00019319860039851723	0.00039668339319019356	0.0009990047079337947	1.224307963707064	0.06597293050207766
NY	44557	0.115	6.1e-06	0.011089064061701794	0.1544010162654585	0.19936111328811365	0.21447018181512623	1.0469929489258762e-05	0.0002465788245082896	0.001324245150256481	0.02027232468201321	0.004476154209767359	0.00046088537599206644	0.0005499978173202497	0.0015023151715590874	1.244034595690249	0.07177488108536736
NY	44564	0.107	1.16e-05	0.010637559511191186	0.14823430577846386	0.21452800607246236	0.23184600682753037	9.463123897440475e-06	0.00022400521367501816	0.001354811370986291	0.021174660583830194	0.010695966735714147	0.0010988434852781048	0.0009990047079337947	0.0014176740118537082	1.0850032291424274	0.02500094974777279
NY	44571	0.109	3.06e-05	0.010393479125325076	0.14352535837163444	0.22946419269620671	0.24916500468749364	8.552944865482962e-06	0.00020340070835102149	0.0013420966757919082	0.02166856021870174	0.019853792710480024	0.0020036600832693007	0.0015023151715590874	0.0008982400755800507	0.8750924350140381	-0.036737519113518205
SLOVENIA	44549	0.186	4.14e-05	0.011307043954275673	0.16155933101887457	0.16470533287925898	0.1777292304141947	6.739301740059846e-05	0.0015519150213277233	0.00499435321241556	0.0714593345325927	0.0009389408033550526	9.986521849709141e-05	0.000635623752797134	0.0006182367045262192	0.9932642591560578	-0.0019811002482183196
SLOVENIA	44556	0.132	8.2e-06	0.010566006784826026	0.151307286791094	0.18993570582385275	0.2054810068965058	6.116013637168766e-05	0.001414359718749442	0.00473685356662296	0.07177236899725195	0.002327444405709211	0.00024207171129270053	0.0005533960719427947	0.0011932806824189676	1.1866084413292586	0.054884835685076086
SLOVENIA	44563	0.105	6.6e-06	0.009767100335052991	0.14333640556110877	0.19701719459736294	0.21438394640391503	5.536897954870886e-05	0.0012871591145310103	0.004484370735551993	0.07182389338383764	0.005026220050795108	0.0005155227789708993	0.0006182367045262192	0.002294678030694806	1.3185014162513486	0.09367688713274962
SLOVENIA	44570	0.119	1.67e-05	0.009110784364836677	0.13468099092721317	0.2122055222274878	0.23194004487138603	5.005247722149926e-05	0.0011701583900485275	0.004308641511506258	0.07228067170634353	0.012047677763393586	0.0012377900903013967	0.0011932806824189676	0.0038676561111248148	1.285585981708855	0.08399587697319269
USA	44541	0.182	8e-07	0.009205632715280944	0.13396773025712413	0.15624903486886038	0.1692405061937807	2.5712649427152548e-05	0.0005901651247283283	0.0019125654340730912	0.03380673495198701	0.0004474132194033552	4.777462330721958e-05	0.00036106355460492027	0.00048660071873379444	1.0724661217349165	0.02131356521615193
USA	44548	0.15	2e-07	0.008921294986147459	0.12838162199886216	0.1724514571183415	0.18745717998174347	2.324689747122357e-05	0.0005374000369724244	0.0018968820524389819	0.03432071666633789	0.0013232758401775886	0.00013912639141089555	0.00037458630837313274	0.0008996848333071969	1.21279683880456	0.06258730553075294
USA	44555	0.133	3e-07	0.008476378774810629	0.12247298191500519	0.18437017080968482	0.20135422606973472	2.1015381498032903e-05	0.0004890215596765077	0.0018771553885726295	0.03473697699971648	0.003468769303372229	0.0003609797366414555	0.00048660071873379444	0.0016611038165246902	1.2981784706513968	0.0876995501915873
USA	44562	0.128	5e-07	0.008106591858024197	0.1172801072698924	0.19426146273075484	0.2132763400893024	1.8996626567349747e-05	0.00044472388022101327	0.00186704226461728	0.035179082521051404	0.00919571891874938	0.0009543224722803313	0.0008996848333071969	0.0022656147006256794	1.22429238400654	0.06596834823721767
USA	44569	0.125	1.1e-06	0.007881126941444026	0.1129775985554655	0.20546868085336759	0.22672681761030453	1.7170524177086078e-05	0.00040420818559108696	0.00182456366449848	0.035270261583857966	0.020377387115632643	0.0020909366318748886	0.0016611038165246902	0.0023002820576053912	1.079062001528046	0.02325352986119004
CANADA	44541	0.188	9.8e-06	0.01710114316874758	0.2843793411100224	0.06834188048952093	0.07304833160401687	2.4901033566361917e-05	0.0005711455232978391	0.00048644519277519713	0.008092175371343177	5.8337376695840455e-05	6.196708009798804e-06	9.140994186588898e-05	0.00032902100141772583	1.3110434961601403	0.09148338122357068
CANADA	44548	0.18	3.5e-06	0.015448029538851903	0.26124088120016886	0.09939476085600492	0.10609290485999932	2.2509183370527107e-05	0.0005201209508125036	0.0005267133106305966	0.008664361399319887	0.00033464634091030863	3.572524002095432e-05	0.00014228893654198667	0.0006936118915386076	1.3846985408659993	0.11314662966647042
CANADA	44555	0.158	3.3e-06	0.013838768117628271	0.2363630270537105	0.14747669757185825	0.15722787049123835	2.0346398922459717e-05	0.0004733348359787501	0.0006126916188330357	0.009675121028481731	0.0017951461962269555	0.00019159351417336731	0.00032902100141772583	0.0009653912094269143	1.2614143027207825	0.07688655962375959
CANADA	44562	0.133	4.5e-06	0.012363031987745694	0.21449202832774567	0.1826915844971249	0.19513675190813917	1.839086728491016e-05	0.00043048944733123395	0.0006744509104485633	0.01051240487551532	0.00600075036748478	0.000632490383198755	0.0006936118915386076	0.0009655638332471753	1.0803370563725248	0.023628545991919016
CANADA	44569	0.117	8.6e-06	0.011037435653839337	0.19078237120149696	0.22986087666622942	0.24584547804738602	1.662282992895402e-05	0.00039129863412352126	0.0006716993313382419	0.010782011621200346	0.011794515106536892	0.0012083921810112632	0.0009653912094269143	0.00075365871214727	0.9398700799528574	-0.017685270602100744
DENMARK	44541	0.184	3.1e-06	0.014323302748218657	0.24005593364032915	0.18425671074501562	0.19742188594615326	5.2049920915956675e-05	0.0011799344912220386	0.002566723027994982	0.03291280532578111	0.000565799587432286	6.008549575539595e-05	0.0009063327028744955	0.0016788589833650971	1.1497124925784161	0.04403308605247535
DENMARK	44548	0.182	1.6e-06	0.012016960178140322	0.1929997210603552	0.29952945747442034	0.31969536871895005	4.7052755167557376e-05	0.0010756684135790888	0.0031122230946598146	0.03943909519579692	0.002137373385200134	0.00022602047586079972	0.0012652877830878226	0.002632140661439672	1.1778923379174657	0.05232127585807818
DENMARK	44555	0.185	2e-06	0.010316386699488636	0.16040200224540282	0.37772685993081934	0.40381074026932334	4.2533715860272706e-05	0.0009798734367600186	0.0035728706295220193	0.045548221671614306	0.008080166438651351	0.0008511376869777042	0.0016788589833650971	0.0032585488542361232	1.161054982120312	0.04736911238832705
DENMARK	44562	0.182	4.4e-06	0.009474778986804183	0.13880510946988361	0.4271570038733587	0.45826207595756524	3.844735519940794e-05	0.0008919855868083343	0.003650299525210772	0.04832943173355962	0.02216236421250296	0.002311206454771906	0.002632140661439672	0.003461949360769	1.0665512052733248	0.019573883903919037
SPAIN	44542	0.126	2.12e-05	0.014575783731070494	0.253530369154133	0.17086970567751492	0.1818864583462079	5.941489742653512e-05	0.0013234493741859918	0.0009273642540670663	0.01837340793012661	0.00018454241487990026	1.9555511107454904e-05	0.00025641816930875485	0.0006537216645114122	1.227283220827844	0.06684800612583648
SPAIN	44549	0.103	8.4e-06	0.012988343400654596	0.22988540568901106	0.21436704397666725	0.2286686233135389	5.378314917180237e-05	0.0012086661032068137	0.001131498790487273	0.020419320800900614	0.0006098490349517984	6.370350504658253e-05	0.00039912339133215443	0.0012823590176358995	1.283459462653923	0.08337043019233033
SPAIN	44556	0.104	6.3e-06	0.011623614138333497	0.20974445010642798	0.2448552467703199	0.26210510304414386	4.876045183174444e-05	0.001103665853624539	0.0014366749948867392	0.023552099994302703	0.0017365371559064416	0.0001792017974299687	0.0006537216645114122	0.0022109201426308367	1.2959171519921342	0.08703445646827478
SPAIN	44563	0.108	6.7e-06	0.010711214174131187	0.19282424162054168	0.2730658240990413	0.29341806194511766	4.443394897318485e-05	0.0010091387533717657	0.002040021311058543	0.02969190876353539	0.005725120121804966	0.0005909675097681916	0.0012823590176358995	0.002747861318731819	1.1850866603410597	0.05443725304148812
SPAIN	44570	0.106	8.6e-06	0.009602640069082815	0.17540743710329088	0.2996392736218326	0.32328134021795235	4.0734397077172595e-05	0.0009243866241307972	0.0026250731464690278	0.03606262950741809	0.014879317914061541	0.001525459195040309	0.0022109201426308367	0.0027665966222110506	1.054450787628935	0.016014937537922103
SPAIN	44577	0.106	1.29e-05	0.008599961436407037	0.15701524510624007	0.3365018198900014	0.364240385169787	3.7639061147862717e-05	0.0008491271152574791	0.002857920746731543	0.03950677306217461	0.027830159871621733	0.0027974140714284185	0.002747861318731819	0.0025764197687392154	0.9843546187320528	-0.004601582725866844
SPAIN	44584	0.093	2.05e-05	0.00765163063123101	0.13989918108001284	0.36963333145899163	0.40163698754127	3.472811837047013e-05	0.0007795028302046017	0.0028484176421180404	0.0408125720326054	0.04180887177933779	0.004082755739850112	0.0027665966222110506	0.0018707156974861017	0.9049707710794829	-0.027949773211916797
SPAIN	44591	0.081	3.41e-05	0.006774839710961284	0.1245682953387685	0.4011441629810556	0.43769481793493925	3.18151071538668e-05	0.0007135343177333832	0.00271973226508834	0.040953304014625776	0.055218656406739994	0.0052124194697712395	0.0025764197687392154	0.0012607403019011135	0.8264295970879281	-0.05105011850355057
SPAIN	44598	0.08	6.17e-05	0.006063965490731575	0.11276248643684884	0.4168204042926377	0.45749253376953336	2.8799965694478657e-05	0.0006499214861460943	0.002509159304510515	0.04019120436739549	0.062043553437231926	0.005555952192163316	0.0018707156974861017	0.0009313497987450046	0.8306213664738022	-0.04981724515476406
FINLAND	44537	0.154	9.16e-05	0.023843432653948806	0.3301058936682859	0.07023528525143985	0.07500777887494753	1.4114942808518843e-05	0.000327055650562085	0.0008688788399786926	0.013330593361663645	0.00020437415196756956	2.160903263948421e-05	0.0002236825304934967	0.00034012618449716223	1.101778734713379	0.029934921974523226
FINLAND	44544	0.119	1.35e-05	0.021747984790421032	0.3093506717601425	0.09873349909030452	0.10538809653516515	1.2758626553859006e-05	0.00029753182875743656	0.0009344931227724026	0.014339097016562191	0.0005491850354275266	5.70341815777418e-05	0.00026826455081573996	0.0005151843168511513	1.1584766981196182	0.04661079356459357
FINLAND	44551	0.114	1.17e-05	0.01930707523264603	0.2834141774369274	0.13911819011738086	0.14843966774572903	1.153229847150726e-05	0.0002705170749593068	0.0010021709150690682	0.015397063886121833	0.0013183053213296446	0.00013544170176940992	0.00034012618449716223	0.000933016846905651	1.245068740312418	0.07207904126835826
FINLAND	44558	0.117	1.49e-05	0.017254743874755608	0.2627256998977757	0.1647705883680151	0.17629034288228407	1.0423562915102438e-05	0.00024582429218480533	0.0010724172163538766	0.016506240716191677	0.0032850377341878474	0.00033660732224801733	0.0005151843168511513	0.001364778844470595	1.236597000286808	0.06958735302553182
FINLAND	44565	0.114	3.25e-05	0.015310899010607096	0.24082028566029906	0.19652021963724212	0.2107620793025863	9.421194920334153e-06	0.00022327596413468254	0.001169620570781353	0.01790148397054908	0.008445433634997966	0.0008641735504802583	0.000933016846905651	0.0014887923015206017	1.1134864815562362	0.033378376928304775
FINLAND	44572	0.112	7.3e-05	0.01291515239564962	0.20486603176846527	0.26408756977252423	0.2830742178635024	8.515031715393879e-06	0.00020270443372166937	0.0011949584489610622	0.01866991225282229	0.01635164291664934	0.0016452935328312261	0.001364778844470595	0.001361315788315042	0.9993829793245025	-0.00018147666926398873
CA	44542	0.198	5.2e-06	0.010568268630312705	0.15274334101549789	0.14912536372252574	0.16020311982448984	7.707142861084463e-06	0.00017424246980067386	0.0011043884244413928	0.0212237765738865	0.0002760781655966875	2.9255645872553184e-05	0.0001435500600447898	0.00023655951500761323	1.1213110286935015	0.03567971432161809
CA	44549	0.145	1e-06	0.01040011550889573	0.14743364613066803	0.1671852148556195	0.18023664422948388	6.967422278757951e-06	0.00015884026204956742	0.0010592079472467634	0.021098237013246847	0.0007528726181172105	7.803531997019114e-05	0.0001689052713804141	0.0005403577625197212	1.2824169709944342	0.08306381499836298
CA	44556	0.132	1.7e-06	0.010251769895554902	0.14258345524792415	0.18496275026308825	0.20014994821071497	6.298438776660789e-06	0.00014469607838014687	0.0010264560168476294	0.021024619221364133	0.0020559408226993986	0.0002121349412191238	0.00023655951500761323	0.0012350219034520462	1.4013564386480475	0.11804601136707282
CA	44563	0.13	4e-06	0.010120973465348373	0.13816545292206533	0.20243824960690437	0.21993192886863897	5.693475329863616e-06	0.00013172385650791303	0.0010140772152602427	0.02108908377149003	0.006037180373043688	0.0006244392994909532	0.0005403577625197212	0.0023699923416964285	1.35904256442592	0.10560075424291766
NORWAY	44534	0.159	4.25e-05	0.01889823678223485	0.27757773275587805	0.12550840310562336	0.13344990577031496	3.746588722618765e-05	0.0008449347515256126	0.0014976680349218033	0.020392031371541212	0.0007687555674914695	8.231293627133929e-05	0.0005420497544093929	0.0008427209384317888	1.1071675323250227	0.03151986244853608
NORWAY	44541	0.108	6.1e-06	0.01727090024878531	0.25725632302399964	0.16570418633968137	0.17643471016234913	3.38699035474275e-05	0.0007705520163529743	0.0017366616296237071	0.023417453093680547	0.002287430605930755	0.00024044074232076892	0.0007195355348330967	0.0007562193273115107	1.012076201662046	0.0035518240182488303
NORWAY	44548	0.098	4.7e-06	0.015754812386558775	0.235790037076897	0.21337387986769177	0.2275363068777069	3.061779897051909e-05	0.0007021776157686686	0.0019063563492491761	0.02594616571768459	0.004557502347317881	0.0004672536701253908	0.0008427209384317888	0.0006405353476111488	0.9333766206648849	-0.019595111569151506
NORWAY	44555	0.101	5.7e-06	0.014275143146157635	0.2186078127530446	0.24008310584381606	0.25698756395436007	2.7676919422463786e-05	0.0006394146740035915	0.0019248162142415323	0.0271623658345765	0.006997614262268989	0.0006943065307247333	0.0007562193273115107	0.0008894676166274733	1.0394136865701067	0.011592260755913745
NORWAY	44562	0.111	1.19e-05	0.012913102670305845	0.2039185686515723	0.25537594882261583	0.27468861055382277	2.5017669541348282e-05	0.0005818780091936299	0.0018497751234703632	0.027474570969716235	0.009887589197429325	0.0009542565396604413	0.0006405353476111488	0.0014163054243162127	1.192707783706678	0.05667875991372884
NORWAY	44569	0.119	3.01e-05	0.011303218693824278	0.1765832055105704	0.3099674974147679	0.33384679936865636	2.261323384406829e-05	0.0005291964106080141	0.001769927607677254	0.027643712842996635	0.015517392353560085	0.0014927036680027254	0.0008894676166274733	0.002218617995685924	1.2219754736906672	0.0652869040266668
