country	time	s_hat	s_var	C_delta_vac	C_alpha_vac	C_delta_alpha	C_alpha_alpha	C_delta_delta	C_alpha_delta	new_cases_1	new_cases_2	R_inst	Fabs
USA	44360	0.109	8e-07	0.30798792493332094	0.37272006755329257	0.0040881480648657185	0.006799533381163404	0.00024282632685646883	0.00015256704835140496	4.3288174191493033e-05	3.6134483612221866e-05	0.9341983974167821	-0.012902275016317235
USA	44367	0.11	7e-07	0.30694962080473515	0.37517403831874924	0.0039232274875210145	0.0066951016863055	0.000337157163050543	0.00021232463556694397	3.891661742967083e-05	3.8211589919518295e-05	0.9933399566069431	-0.0013058908613837177
USA	44374	0.113	9e-07	0.30273902269280667	0.3741175743570279	0.0037441025786136284	0.006562064271402767	0.00047503789863098336	0.00029996664490366105	3.6134483612221866e-05	4.992950759053225e-05	1.1177970781847957	0.02309746631074425
USA	44381	0.115	1.1e-06	0.2965945147957831	0.3708545796474201	0.003552010771141842	0.006400853728689349	0.0006538861123108531	0.00041283956768032643	3.8211589919518295e-05	8.008606165684535e-05	1.2695579341636039	0.052854496894824285
CANADA	44310	0.074	1.86e-05	0.019698716396106493	0.022978044311653508	0.0026968184967700545	0.003827274140199138	3.892892398746055e-05	2.5765039100247374e-05	0.0002220186253521626	0.00019981394829813776	0.9616135381138834	-0.007526757232571894
CANADA	44317	0.065	9.3e-06	0.021674117391649705	0.025363974105752963	0.0031601521229847676	0.004524733591523374	7.268878711300583e-05	4.795675659487251e-05	0.0002110251148857496	0.00017582298997358484	0.9335180742096878	-0.01303567172359064
CANADA	44324	0.055	5.7e-06	0.023922564746190964	0.02806901463260692	0.003586577927679124	0.005188143146721542	0.00012516669040395196	8.220101923294073e-05	0.00019981394829813776	0.00013760370089859416	0.8641182032305822	-0.026643489562630945
CANADA	44331	0.05	4.5e-06	0.026773188131594156	0.031454569109697704	0.003893738340446807	0.005707211282565461	0.00018924746995160028	0.0001232940984380854	0.00017582298997358484	9.547410702551459e-05	0.7775588844796585	-0.04361590500398853
CANADA	44338	0.05	3.4e-06	0.031390783520247253	0.03679687198487958	0.004052502299952559	0.00603947671414115	0.000251073737326446	0.00016161004718001293	0.00013760370089859416	6.298142555310084e-05	0.715296882075372	-0.055824140769534916
CANADA	44345	0.051	3.4e-06	0.037657401716177145	0.04398295573106175	0.004074042937607185	0.0061949038347564826	0.000299307422477338	0.00018953020261147467	9.547410702551459e-05	4.3611907112278094e-05	0.7145730837542761	-0.05596606200896548
CANADA	44352	0.055	3.4e-06	0.05368271725701713	0.06188771308587946	0.004017714395454977	0.006247455560904258	0.0003440582222513833	0.00021421063745231277	6.298142555310084e-05	3.065761520920392e-05	0.7377293081878489	-0.051425625845519816
CANADA	44359	0.057	4.2e-06	0.08836513454206615	0.10031784872851437	0.003907787421433742	0.00622605957396714	0.0003865524126656929	0.00023659386923613622	4.3611907112278094e-05	2.1243987967353916e-05	0.737985213809218	-0.051375448272702365
CANADA	44366	0.068	4.7e-06	0.140823187394598	0.15850382853409528	0.0037675813661598063	0.006159140194042873	0.0004274260298688087	0.0002571801653418036	3.065761520920392e-05	1.52734554013656e-05	0.7461785706446599	-0.04976890771673337
CANADA	44373	0.093	7.8e-06	0.20116885603894366	0.22580057895234124	0.00360374706994212	0.00605361714846349	0.00045989545342758095	0.0002714483161898663	2.1243987967353916e-05	1.2843587496603431e-05	0.8166807634244673	-0.03594494834814367
CANADA	44380	0.115	1.07e-05	0.26930191614330773	0.302226031387918	0.0034292171008823815	0.0059249871292348264	0.0004907512945712256	0.0002842320739592364	1.52734554013656e-05	1.0895940481048052e-05	0.8769712087510664	-0.02412329240175168
CANADA	44387	0.131	1.24e-05	0.33240433783606876	0.37383282276571644	0.0032467236230434605	0.005775659537014125	0.0005282908887574212	0.00030128540604798943	1.2843587496603431e-05	1.0665149938742454e-05	0.9322926737586806	-0.01327594632182733
SPAIN	44326	0.071	3.99e-05	0.10121948972185578	0.11627694908314248	0.007466803540141893	0.012440319558801026	4.360096088068577e-05	2.6507688372966524e-05	0.00014199009911105526	0.00010104625629839468	0.8760776735150257	-0.024298495389210646
SPAIN	44333	0.064	2.2e-05	0.11653486267639282	0.13412279511388223	0.007517549324310158	0.012702630868681201	6.452865583707061e-05	3.9915235363629905e-05	0.00011526008820148774	9.554836689963058e-05	0.931675069667127	-0.013397045163308443
SPAIN	44340	0.063	1.42e-05	0.1301869015966951	0.1503120768162413	0.007477996562687897	0.012837604283391476	9.38091543312047e-05	5.8568720323270004e-05	0.00010104625629839468	9.16870087810404e-05	0.964592267595297	-0.006942692628373127
SPAIN	44347	0.071	8.8e-06	0.14755446431315145	0.17070931491859037	0.007423405461702579	0.012942066667857143	0.00013570632415065614	8.518272647597715e-05	9.554836689963058e-05	9.684261712774153e-05	1.0049013105642688	0.0009610412871115346
SPAIN	44354	0.09	6.9e-06	0.17701234072654842	0.20450938500193008	0.007317899365617284	0.012967056447660554	0.0001885824425062502	0.00011842503118312204	9.16870087810404e-05	8.729389259942512e-05	0.9821134997643449	-0.003507156908951979
SPAIN	44361	0.101	5.8e-06	0.20379902325254468	0.23569975550557806	0.007248168753602542	0.013025558274932061	0.0002828684130533863	0.00017871220999414822	9.684261712774153e-05	7.773905590946187e-05	0.9199557273740212	-0.015694955416858586
SPAIN	44368	0.106	4.9e-06	0.22963153900144856	0.266122423194571	0.007023112437923524	0.012864739647193145	0.00039534383455035454	0.0002494536943668865	8.729389259942512e-05	0.00015559118680933542	1.2105394635135234	0.041282247747749704
SPAIN	44375	0.098	4.9e-06	0.265720700821683	0.30803089809303397	0.0067436340829732854	0.012613523789055257	0.000606272996238272	0.00038459314727535876	7.773905590946187e-05	0.0002727277086355286	1.4572208693845674	0.08965115085971913
SPAIN	44382	0.081	5e-06	0.3025145006176773	0.3510966690215667	0.006515506435860207	0.012410640048098736	0.0011889170085420705	0.00076733012268535	0.00015559118680933542	0.0004513449363981766	1.3879642503027128	0.0760714216279829
SPAIN	44389	0.071	6.3e-06	0.3413055123867777	0.3967393785165234	0.006360988635777298	0.012287686339314602	0.0025535529814381536	0.0016662713135295886	0.0002727277086355286	0.000566796029651037	1.2664843292701335	0.05225182926865363
SPAIN	44396	0.071	1.23e-05	0.3717938420459157	0.4337161366094358	0.006240367901864218	0.012193803732617588	0.004937562909232295	0.0032273383463642053	0.0004513449363981766	0.0005212650095245656	1.0524668674862478	0.010287621075734879
SPAIN	44403	0.082	2.73e-05	0.3940504476143649	0.46204473266900664	0.006053264273899608	0.011997088813533861	0.007784774109806884	0.005053449481951808	0.000566796029651037	0.00043658559406835725	0.9049159442167719	-0.01864393250651532
FINLAND	44323	0.075	6.15e-05	0.02680538501686	0.031220085766503765	0.0026833924899508877	0.004323170705845686	3.191267000130763e-05	2.127128097780404e-05	3.8132239155208034e-05	3.680623624062784e-05	0.987106907658735	-0.00252805732181666
FINLAND	44330	0.059	3.74e-05	0.035556417103069525	0.04107348597267362	0.00268109421038715	0.004398950118198269	5.993873696852036e-05	3.9694546261575426e-05	3.6432895614192366e-05	3.1875565208742814e-05	0.9513196414394888	-0.009545168345198281
FINLAND	44337	0.054	2.46e-05	0.04807281109917158	0.05512519121722197	0.00266850760829057	0.004458538404863412	9.95009117686211e-05	6.541393800730394e-05	3.680623624062784e-05	2.2657913880204236e-05	0.8232638334371665	-0.034654150306437946
FINLAND	44344	0.079	1.71e-05	0.06294901893916417	0.07187551220288901	0.0026155625770953447	0.004461470137776554	0.0001372477562464902	8.909061231975442e-05	3.1875565208742814e-05	1.8023340586526192e-05	0.7922944426552914	-0.0407265798715115
FINLAND	44351	0.097	1.86e-05	0.07940949641544548	0.09050240820018196	0.0025353809881261675	0.004423282484881501	0.0001704234154223035	0.00010896360695556549	2.2657913880204236e-05	1.4289934322174607e-05	0.8320811179998895	-0.03292527098041382
FINLAND	44358	0.119	2.46e-05	0.09630195756925398	0.10976764696669425	0.002434735516497369	0.00435183694675887	0.0002110333364933927	0.0001332840107414191	1.8023340586526192e-05	1.5912034974961786e-05	0.954612958879492	-0.008899419827550586
FINLAND	44365	0.144	4.33e-05	0.11231248525008133	0.1282458769895821	0.002309714038106059	0.004240897018299405	0.0002586352660597998	0.00016160473135272822	1.4289934322174607e-05	2.6777534585696546e-05	1.2287742985559866	0.04485770559921309
FINLAND	44372	0.135	7.15e-05	0.12851401780534957	0.14710573895451193	0.0021824018145588956	0.004118705037062512	0.00034422101669621784	0.00021492191581343954	1.5912034974961786e-05	3.6304157467145866e-05	1.3004834487260053	0.05891832327960889
CA	44301	0.065	5.47e-05	0.1741326050135938	0.1980538430391073	0.0008422789687023375	0.0012881841018052968	1.2227060911501629e-05	7.70746027266452e-06	6.907962743509561e-05	4.938620678887915e-05	0.877749834495773	-0.023970620687103317
CA	44308	0.037	2.16e-05	0.20259642192584484	0.23108841676117536	0.0009261422027938273	0.001424142781331734	2.021499849526458e-05	1.2913963406167203e-05	6.627583064187132e-05	4.234238997394577e-05	0.8367866765939761	-0.032002612432553715
CA	44315	0.03	1.38e-05	0.22538904475961935	0.25822726596037904	0.0009887784070234348	0.0015341618206342607	2.891313133040674e-05	1.844726241295543e-05	4.938620678887915e-05	4.228457973078775e-05	0.9434451178171621	-0.011089192584870174
CA	44322	0.038	1e-05	0.24571790284807407	0.2829495953763051	0.0010492323284383976	0.0016427788631654852	3.867330057244112e-05	2.4534108854604153e-05	4.234238997394577e-05	3.7153920650403225e-05	0.9523807863464211	-0.009337100716388025
CA	44329	0.058	7.7e-06	0.2702025819848088	0.3124768387970103	0.001101280899607047	0.0017416923857272305	4.9199963075610994e-05	3.095212554224009e-05	4.228457973078775e-05	3.178479431698915e-05	0.8960203020640797	-0.020388176065866733
CA	44336	0.078	6.7e-06	0.28962375104072197	0.33675465332076043	0.0011279497772940324	0.00180797621291683	6.05023638718818e-05	3.769911917875883e-05	3.7153920650403225e-05	3.224185655196955e-05	0.9483429014529673	-0.010128842852359363
CA	44343	0.091	6.3e-06	0.30191114928529506	0.3534863783399422	0.0011388354026508685	0.0018533847957613488	7.769144155330687e-05	4.824937038994908e-05	3.178479431698915e-05	2.9134555982158234e-05	0.9682841750683105	-0.006218789202292046
CA	44350	0.097	5.6e-06	0.3048331021720018	0.3601507031252689	0.0011549842491924882	0.0019055844952275813	0.00011479732041136592	7.189020217108748e-05	3.224185655196955e-05	2.3062673880338718e-05	0.877946056842533	-0.023932145717150393
CA	44357	0.098	4.6e-06	0.31067539789736354	0.3700901157575627	0.001135917793425388	0.001910287460781087	0.00015867781053763942	9.955687451545336e-05	2.9134555982158234e-05	2.4359791211225096e-05	0.9347961034288995	-0.012785077759039308
CA	44364	0.104	4.2e-06	0.31916473743670326	0.3829974594730739	0.0011045951862373553	0.0018971197631903062	0.00021742315497733653	0.0001364587377335361	2.3062673880338718e-05	2.293802054352732e-05	0.99802570193532	-0.0003871172675843035
CA	44371	0.111	4.6e-06	0.3188331178852562	0.38635100089194324	0.0010665736781757112	0.0018728869185157839	0.00030364567295190347	0.00019090624974009565	2.4359791211225096e-05	2.8139135857761987e-05	1.0525400071828932	0.01030196219272417
CA	44378	0.114	4.8e-06	0.3195640254827757	0.3908522086960876	0.0010195352980143398	0.0018342918791302333	0.00037336269026105873	0.00023161802783397523	2.293802054352732e-05	5.701896545600081e-05	1.3317142438011067	0.0650420085884523
NORWAY	44335	0.072	5.54e-05	0.09512412662499467	0.10996367030589654	0.004795044095960658	0.007562500073231626	2.015403339663588e-05	1.2799014291124357e-05	7.040099397264549e-05	7.366816466007075e-05	1.0165252259675208	0.003240240385788395
NORWAY	44342	0.078	3.98e-05	0.1263191326849469	0.14507211964854672	0.004957914329666978	0.007922242181133781	3.0308129745610382e-05	1.931998613823464e-05	7.406022514256164e-05	4.971326917986673e-05	0.8547932617305629	-0.028471909464595522
NORWAY	44349	0.089	3.51e-05	0.15565123425681263	0.17845353314093193	0.004991734768678291	0.008112492042881265	4.4707155687590076e-05	2.854733047170041e-05	7.366816466007075e-05	3.5938877561680307e-05	0.7385335287966462	-0.05126793553006937
NORWAY	44356	0.091	2.94e-05	0.1769344636394874	0.20332491877463438	0.004922554121757796	0.008163371114916272	6.649361765550977e-05	4.249017879472249e-05	4.971326917986673e-05	3.238419585376166e-05	0.8438666468908143	-0.03061438296258545
NORWAY	44363	0.076	1.56e-05	0.1929946727007728	0.22273292852142054	0.004793545683966149	0.0081277999436439	9.288272790146668e-05	5.916468857889933e-05	3.5938877561680307e-05	3.4462116410964435e-05	0.9847149341451915	-0.00299707173623695
NORWAY	44370	0.081	1.28e-05	0.2026769864689888	0.23534912030521968	0.004654248782682723	0.008069050904696224	0.00013477051634144333	8.587208101774726e-05	3.238419585376166e-05	3.4370635631716496e-05	1.0216866800865645	0.004252290213051858
NORWAY	44377	0.093	1.47e-05	0.2043441369887241	0.2393515258679624	0.004502521925771667	0.00798314946463091	0.00019368484054526066	0.00012334771564713077	3.4462116410964435e-05	3.141711333028375e-05	0.9663006969599446	-0.00660770647844225
NORWAY	44384	0.109	1.83e-05	0.20260394728523828	0.23967916695287125	0.004337547030547315	0.007868052314810005	0.0002805487758265603	0.00017864606803438506	3.4370635631716496e-05	3.1299495185536435e-05	0.9659026329880954	-0.0066857582376283475
NORWAY	44391	0.131	3.41e-05	0.2048984777225943	0.24442321962542782	0.004137490447037788	0.007693627869060941	0.00039437265576950726	0.0002506094842801576	3.141711333028375e-05	3.6866754036909533e-05	1.0582702013049416	0.011425529667635622
NORWAY	44398	0.131	5.21e-05	0.2097619419350613	0.25203665477557563	0.003917568800877217	0.007478583762088588	0.0005467458293244645	0.0003466863969405075	3.1299495185536435e-05	5.552883300348427e-05	1.2088451567411413	0.04095003073355713
